c0,c1,c2,c3
1264,224,4065,85
1375,3749,2973,302
3073,2454,8,54
960,246,1475,687
5177,1464,3598,53
2197,1866,3200,773
939,3352,46,45
367,2028,832,290
5579,2816,4049,563
445,1526,288,222
1509,2876,1127,55
547,3018,32,1574
2517,770,3243,386
1480,292,40,259
2767,869,280,1093
395,1447,4218,43
1246,746,1099,484
1217,282,441,471
1221,1012,2334,282
1086,3260,3540,466
1244,2290,64,423
2258,3371,368,229
3484,693,17,210
1959,2317,1053,306
565,217,378,794
1703,618,1553,1359
2560,224,240,1457
7293,207,50,210
3263,2864,37,724
504,471,194,308
1200,175,3365,86
2165,253,466,924
2537,254,999,254
2217,883,3126,533
6163,2860,2292,211
1565,301,4377,237
1671,199,1482,82
555,245,383,246
590,3990,1261,244
1862,1308,33,78
1971,1142,14,430
1186,143,3860,291
302,241,329,72
635,930,424,70
486,1995,866,1617
1455,201,46,1183
1241,899,57,222
425,1708,433,274
2286,2066,282,68
525,1027,62,539
1726,257,64,785
1301,273,672,262
334,268,53,282
633,3036,3284,277
1212,126,52,261
7707,979,3708,229
7129,763,446,202
1263,548,385,423
6811,1940,6,40
3096,279,1183,1022
1008,299,1075,79
2502,180,2571,240
2255,1384,465,667
1326,187,46,1244
337,220,220,269
2075,975,994,86
2018,1056,2835,218
7605,475,3409,347
404,180,50,225
1068,231,68,786
520,3514,449,46
6866,1162,34,86
565,2762,21,218
5030,2390,1392,1235
429,1472,67,1357
1923,147,2987,75
2311,2679,3226,83
5257,2414,16,222
1026,802,49,239
1645,271,59,189
385,1000,460,612
6445,242,22,86
1023,2327,17,467
1655,196,51,257
412,2074,255,51
1657,3816,1057,233
528,246,1319,195
483,3924,1063,595
547,1671,25,871
1645,3490,30,307
1064,270,1195,72
380,1887,345,47
6889,288,3299,1180
1173,669,1307,348
1140,205,1626,280
2429,869,315,204
1227,297,403,56
1991,1915,307,82
977,196,265,347
4879,991,1202,80
7765,473,25,240
1220,780,3983,1276
1299,823,263,838
2937,133,19,231
640,1546,56,716
6318,2542,393,267
3144,2221,398,1714
1881,721,793,407
371,2591,212,214
6210,3166,1221,37
1010,627,2446,1343
1650,245,296,90
1601,270,2845,393
1447,212,50,302
1082,286,1414,343
7061,3052,2773,372
1178,1844,3198,350
1837,1567,20,70
2725,3389,64,666
2062,152,32,710
976,2011,311,450
1604,218,282,1025
2415,855,875,367
564,3353,27,1283
2641,1364,268,70
1228,1946,1603,250
1036,261,3831,593
589,167,912,86
962,1197,990,425
6267,134,47,223
1156,147,1133,421
1358,831,3667,389
2498,2753,952,347
476,854,40,515
2124,1689,342,534
1117,190,457,647
7179,214,54,237
1873,252,23,759
974,542,439,1187
1600,178,1459,80
7872,1707,3075,252
1416,281,342,835
1740,1343,374,87
1617,3983,383,290
389,206,19,281
2460,211,1500,830
1110,2805,28,90
981,981,2755,355
1900,801,291,510
4579,962,3692,426
1337,897,1499,704
1995,783,1691,99
7111,1007,333,550
1095,262,1612,578
2964,1661,24,64
1156,702,1299,269
574,2429,1291,86
1022,1012,59,90
3141,1524,512,54
2407,3272,1376,216
659,2008,306,323
2850,141,11,282
1789,275,30,236
1844,268,327,225
2379,241,439,810
576,657,47,1317
6361,934,49,252
2333,282,345,403
1313,152,1339,389
2266,1451,8,358
2957,247,3850,1107
1364,644,3423,418
2900,199,2511,1353
1213,677,1527,291
2488,261,230,89
8464,214,68,267
1741,225,539,71
1860,161,290,887
444,686,1176,1232
5598,280,2823,527
1416,209,3382,285
498,3761,1215,367
5465,1797,2473,86
1479,712,324,1302
574,292,351,965
549,204,33,683
1894,1475,3914,769
1366,1016,898,79
2429,1055,3723,247
1633,3409,2694,766
3128,255,307,210
1226,242,372,787
1528,223,14,87
2151,144,3770,220
920,194,3556,259
405,1104,39,657
2795,1872,44,180
1339,1636,328,294
1158,234,771,1256
1473,255,325,374
914,1936,27,837
1023,219,46,263
1133,3263,207,461
2805,1424,249,745
1864,3344,414,60
1906,3570,34,507
1130,714,1261,198
2298,165,34,281
1148,1989,57,240
1236,671,36,554
2357,188,411,285
1398,267,3279,891
6716,181,38,223
2111,239,1360,91
1009,253,3009,228
7135,242,42,1374
2509,1391,54,73
1466,3165,2373,277
1277,123,1166,282
2121,1783,31,234
1410,1238,476,1033
1193,292,3657,337
1202,2733,42,318
643,1663,522,300
1830,3195,4131,258
278,234,2853,1418
2645,3253,3817,1146
3280,2601,45,326
1428,979,60,1162
957,226,51,315
1111,2630,2544,1503
1647,3654,320,47
1688,2350,3820,44
1474,2448,3616,1445
3594,3678,3617,297
2491,302,4180,204
2046,3424,27,232
989,3471,271,52
1732,1364,416,510
6696,247,12,92
1086,867,898,233
508,272,46,323
1329,166,292,558
2326,225,180,411
5040,798,3068,389
2081,241,913,222
2091,286,12,426
1104,235,4240,229
502,805,303,331
285,1955,71,253
333,1546,24,1047
289,1037,851,63
631,3039,1291,1105
5603,223,377,47
594,1627,28,195
5351,249,220,1123
576,2030,4171,49
944,1031,53,344
2373,1821,442,370
2571,916,1086,90
418,276,1224,239
1562,228,26,399
1417,3358,30,424
2293,2358,2867,227
1116,980,4335,48
433,1017,1194,79
2272,275,475,283
945,2427,39,249
5557,1661,3344,212
341,2918,12,97
1111,3788,40,466
2642,762,57,395
1441,3130,1294,1163
349,973,3787,1505
1082,2895,1170,1523
3139,225,293,825
1764,1017,962,236
1013,278,4192,826
1052,220,55,1491
445,284,19,299
1116,2903,1094,49
381,1117,3852,1415
1186,3742,2873,452
2385,118,54,55
1523,551,2955,415
1909,1656,4226,1206
350,282,1343,358
2524,291,3866,953
1718,3921,314,255
1518,835,266,1420
1345,1743,397,280
1232,197,393,328
1351,167,50,1274
1876,1020,394,91
333,2759,2815,462
3326,284,3215,1338
2100,1872,3812,94
1243,3524,340,272
1194,1154,46,1040
2392,149,1246,428
459,1084,1353,83
1304,244,2848,246
3156,1281,9,188
6785,205,956,72
2423,283,417,275
1282,257,3952,90
585,139,47,250
1477,1613,3879,311
498,277,1496,367
1543,272,308,356
1008,268,43,694
7325,154,355,309
2495,1676,464,609
1305,3115,352,808
1055,558,20,353
2261,645,397,220
1276,842,930,76
4822,1100,39,238
1683,1588,310,236
2526,922,4275,226
896,618,63,344
442,1709,33,516
612,1353,23,241
481,3489,1271,52
1806,3060,10,432
3168,1994,3228,39
6494,2438,56,771
1120,292,2845,267
2903,875,3044,332
1043,726,3548,199
550,2438,428,1058
5370,1955,27,74
1283,953,777,1551
2425,2526,50,302
534,1900,2787,307
453,1857,34,48
1189,3773,4495,1644
529,2066,33,58
1070,1466,3616,564
1274,228,60,1597
932,196,50,205
1159,278,1019,319
2964,2087,239,397
2083,307,32,241
5599,1019,3062,63
1196,167,49,701
7174,1781,477,1078
1671,829,46,72
2717,172,38,350
2507,1335,38,340
959,806,1175,100
510,2625,31,256
1006,293,3798,1350
7296,291,295,50
439,1539,1064,372
466,278,26,93
5183,1523,3021,252
297,1794,3637,823
7524,3177,473,829
1125,3838,31,260
1809,1769,351,53
1224,229,1241,233
365,2655,423,271
1175,760,52,430
7538,429,48,272
417,672,72,231
2965,3405,18,422
2424,2691,47,398
380,1419,12,215
3209,2783,3809,1760
466,625,19,927
8055,1731,4013,1091
617,1204,1481,243
1370,137,837,97
1935,3534,3362,247
5727,526,2730,420
1213,184,50,1425
1160,790,2931,445
2700,894,1164,77
997,1829,1499,309
2849,3847,33,53
2603,1222,16,95
1137,1326,25,421
1633,543,56,87
1266,725,3792,776
624,211,29,451
8410,3097,48,761
2101,300,300,87
1007,1694,3520,198
1505,3300,1121,85
6626,190,2570,202
321,813,1425,1217
2119,518,27,248
1196,273,1628,261
1599,191,55,278
2033,2406,32,232
1041,229,3579,35
1085,492,289,81
369,2118,28,1421
7461,660,2504,332
1316,721,979,283
336,1905,393,508
374,129,1147,98
564,1144,38,339
6433,244,33,46
3054,717,3137,751
1577,1517,381,359
2495,1876,27,58
1141,3986,29,532
376,1875,54,255
893,1699,1328,524
965,308,18,470
633,130,52,898
1740,2593,31,50
277,165,35,694
1054,294,2944,230
3141,3278,53,932
1373,228,883,79
527,885,61,281
2814,242,27,99
4918,2902,3961,264
1092,746,15,558
7961,216,3353,1017
951,948,15,565
519,907,1159,1392
296,3758,68,259
582,249,1169,1489
1349,2353,1175,532
1274,236,1057,245
1282,148,48,301
2005,307,1249,93
411,3414,726,260
430,561,350,636
524,1336,1211,350
2390,966,64,357
2390,194,47,779
514,1332,322,90
1542,3160,1384,380
1451,1220,342,211
2335,1399,849,98
5700,303,49,821
1496,1483,35,254
2030,3204,32,320
2200,672,31,76
396,3656,37,434
2297,1008,3320,249
2927,230,433,1243
1517,307,24,212
1802,802,3534,644
1293,1498,3936,239
2912,2002,2714,279
494,1722,21,812
1211,860,3517,220
1803,180,1488,215
6089,1820,385,738
1808,748,955,72
1373,615,42,1395
1145,286,1653,352
1760,1479,63,1619
546,2996,291,345
3419,739,29,373
636,219,18,447
2991,1925,51,68
393,323,239,465
5344,219,247,730
1659,252,1174,89
997,277,820,584
1028,259,238,53
3158,1527,3529,65
1659,3661,43,62
7067,999,355,276
385,276,1228,62
1934,1814,3318,196
6032,3017,331,773
2322,135,24,221
1485,147,4313,786
1063,254,1141,249
1384,241,296,89
1214,498,3202,1481
1947,3656,33,258
584,285,1545,52
453,1102,30,1229
537,232,4518,461
1532,1962,2564,261
5307,318,414,1312
2978,233,222,1024
5670,3356,3872,248
284,1542,21,887
3125,2748,718,248
2087,188,3499,50
1337,1623,292,69
8057,244,43,1256
1842,1070,62,1244
2811,271,814,747
1087,3403,35,284
418,2446,2619,1077
1284,541,1349,257
1113,495,34,321
1098,777,51,1700
386,215,23,571
574,298,241,223
2827,1582,3501,1075
1187,231,43,256
1425,604,3423,858
6549,220,3542,76
1665,1951,337,64
323,2975,929,275
439,152,456,91
1872,1061,448,255
1587,285,2940,70
1115,749,3792,1075
1325,995,2392,1056
1045,3943,403,455
3341,3672,2768,221
1329,3798,439,1103
1435,282,3199,252
1715,901,785,1351
1461,312,3658,229
1140,3348,1008,202
6989,2727,3228,69
934,719,3549,259
2312,306,2665,615
8601,628,28,234
2051,1028,49,297
5131,978,47,714
1219,3158,22,243
1136,229,35,649
3271,543,38,517
6125,244,45,57
374,322,481,54
1732,3495,27,365
405,195,1176,55
2314,1915,1255,440
1254,1029,378,72
1086,3507,1046,79
8784,121,46,616
1221,188,905,71
2586,305,2992,309
1668,292,1255,195
368,3700,3617,60
366,1905,53,516
1187,3866,390,375
1814,172,786,230
5079,3650,45,87
6408,1209,1363,402
1226,688,412,906
1267,140,3502,458
1374,3248,937,1487
309,841,41,71
1256,230,310,203
1184,2481,3752,429
398,2419,60,59
524,1118,37,55
494,317,1189,49
477,853,19,259
7583,744,1196,1738
975,249,3278,60
1190,230,3807,286
1400,3664,1237,93
389,1160,36,75
1101,176,36,537
1630,252,15,243
514,2869,44,646
288,252,837,254
1101,239,924,68
1421,182,292,1020
324,1453,69,609
1393,1662,3156,30
969,200,43,80
2497,3407,45,196
967,3303,17,292
2897,3511,1281,724
1065,974,1260,96
5137,542,4187,380
1199,1962,2497,310
517,1579,495,345
1340,294,23,942
2325,825,4336,199
4848,268,63,263
1216,248,3752,443
1111,270,1184,890
1605,171,289,290
8411,2070,38,1416
372,1691,50,805
1802,212,478,58
2809,1969,527,1232
6425,907,47,1264
1221,1009,280,856
327,1672,392,366
2732,633,44,60
1547,1339,3462,73
1556,205,384,325
581,2845,1281,1431
1132,822,1585,83
372,2702,3426,266
4958,663,1113,449
477,1809,1120,1302
1048,2825,1188,53
328,273,1155,217
449,695,290,360
393,662,12,203
283,1324,4013,266
3114,814,3625,1323
2826,1380,56,1385
971,870,401,208
637,230,15,1736
1009,148,1507,78
979,247,25,366
2883,1399,3671,229
2286,1938,45,367
1237,3041,1370,1342
1460,133,421,284
489,3338,413,441
617,159,13,39
1567,240,333,618
377,251,33,186
374,267,1181,817
573,675,1264,69
3440,230,267,64
1788,1574,1320,222
2317,243,344,59
6482,889,3262,327
1908,1150,3453,220
2533,742,35,384
1249,766,3175,91
5673,3078,933,92
1052,661,32,254
471,278,56,49
8441,2624,25,719
1355,932,27,737
1261,509,8,571
2617,701,32,193
1254,1219,38,389
5383,1767,44,210
458,1529,889,46
5271,296,390,396
1673,1493,20,286
3115,871,13,266
1161,3245,3159,336
1471,2600,32,339
1934,3817,9,246
2279,1551,44,91
635,3290,1571,1119
1271,2983,428,1495
1428,147,251,1708
2797,1660,225,342
6276,125,3458,69
1322,749,2930,416
553,909,2885,237
2952,829,417,210
535,1882,289,1118
2142,602,3104,100
582,1952,24,229
1113,911,885,44
1013,184,1090,1728
1765,188,42,224
2314,176,2676,284
319,1743,277,37
963,1498,33,738
1233,885,33,247
1214,857,64,67
2349,1903,14,40
1120,200,4266,269
6772,1889,3267,377
559,199,2728,253
404,829,288,46
1929,2540,3964,209
3029,298,323,758
5964,1399,39,354
1237,1048,46,75
2032,252,814,48
7094,1739,39,246
1457,1328,296,48
1915,297,12,203
965,281,1527,76
605,1783,3159,612
492,211,2815,217
1165,289,467,232
361,846,3693,238
2538,3285,3945,560
2602,141,364,72
3471,572,22,101
1310,3119,3414,470
511,432,1158,63
1386,189,1084,1246
8305,2174,262,1118
1297,209,4001,249
1361,268,59,344
632,3259,25,234
2920,302,370,1205
1265,730,50,217
2089,243,4069,274
5997,277,3022,1732
1302,1164,1447,284
1173,1978,48,374
614,548,340,1108
891,558,1522,223
310,1768,29,248
375,1353,20,87
1714,2784,41,440
2725,2307,37,354
555,1541,39,1338
1244,1562,352,1326
1302,265,3374,1765
8533,2585,25,731
896,3357,24,253
575,2948,1000,864
2051,129,1293,54
1807,267,43,296
3113,1887,49,308
1636,2583,27,1227
1302,285,2695,952
1070,3594,3334,939
2374,277,48,303
1557,297,27,212
507,240,237,227
2315,1667,321,1410
436,3380,348,87
617,1644,49,512
437,1950,3823,710
537,3637,464,55
1959,1219,335,1053
2141,3131,28,79
292,3350,38,46
6296,213,2285,288
1036,209,26,584
2019,1010,395,248
1871,162,853,256
969,895,49,76
974,1055,35,1107
5223,618,1103,596
1205,201,1268,253
521,244,59,1373
3266,1432,43,253
2806,3289,285,1318
6987,3729,462,265
2131,303,966,316
620,708,60,218
3122,234,283,58
503,3596,1406,402
1119,209,32,331
2328,259,205,49
2030,159,50,785
1491,233,400,52
481,1027,37,1384
1306,253,431,81
1636,1960,549,720
1324,699,33,228
957,1957,4045,376
351,3621,3216,704
1233,298,353,84
1528,3727,1251,89
8186,259,360,1326
1410,1338,1273,1563
2421,289,3653,246
1361,274,3268,257
377,1625,1295,88
2494,258,727,221
1291,696,1250,277
383,3502,69,612
1570,3748,3047,685
996,170,44,78
1208,760,30,261
2935,1053,49,1311
2979,268,21,45
3185,840,65,75
1159,228,49,236
2322,3749,39,56
1568,202,41,251
1115,206,1335,256
1121,2457,34,65
6790,476,4002,350
2396,1498,3541,241
313,1510,26,296
1154,999,1473,1716
1044,744,23,364
450,3112,1403,1632
1021,1730,390,387
1455,1111,28,1047
2251,1878,469,1454
2247,219,2393,187
2525,779,15,86
1271,183,249,336
1374,848,66,269
1662,1624,261,212
488,767,27,774
5302,1220,33,241
353,1862,378,264
497,1318,3146,286
6167,3374,1330,395
2572,296,438,255
1848,3156,47,278
1375,3119,1448,521
436,2015,235,319
1366,264,236,228
1376,289,3841,1544
1189,793,49,51
6218,608,3403,418
1190,278,3920,187
1785,897,3593,201
459,1235,41,53
1412,3064,337,1418
1583,139,249,1573
1143,254,459,70
3012,299,4002,69
2321,1344,31,1334
3178,1548,1146,40
2419,2247,296,386
1122,265,3128,302
2673,237,63,828
1475,1010,930,72
2985,1795,396,79
2142,1776,209,70
7038,737,27,264
1152,3908,226,203
1473,3181,802,384
1141,3249,448,196
3094,2660,50,289
380,2438,51,423
576,2368,971,244
2092,2089,209,264
337,1839,806,98
2323,718,1495,1712
1358,3229,1027,29
2981,3542,307,282
1287,217,336,1512
1997,254,365,67
1464,1314,29,540
1342,228,1388,93
6529,1083,21,194
1477,2626,995,351
1169,1933,250,1124
1640,284,528,1562
582,2448,45,462
8144,3222,26,400
1334,3305,47,1182
2777,1016,414,1421
1223,1945,296,229
1264,3344,1350,319
1693,3099,69,320
958,3683,2664,395
4716,225,44,759
1102,208,1610,48
1319,1904,250,204
5163,1178,3971,442
2578,969,324,551
1319,1443,2678,349
2510,241,4056,834
338,210,2524,1163
1377,582,820,401
355,2371,41,1442
7198,232,3162,1154
1134,3499,1430,393
2405,1149,348,33
1218,569,505,443
1217,988,227,95
389,1938,4151,1011
1551,3434,58,317
7923,1114,54,1103
2678,3089,328,380
1422,294,307,227
390,149,3802,228
1150,181,60,834
4887,1294,1148,383
1076,707,38,252
6914,3436,28,55
389,1003,37,84
331,1025,1555,89
456,1908,206,341
1277,181,462,467
5395,1862,410,1692
2573,1541,271,1594
1724,3936,3843,1183
1056,3308,1391,41
3440,241,316,1430
591,262,359,83
2209,807,381,1217
518,168,21,372
1071,273,3608,290
1015,642,1149,78
1544,1767,368,67
7712,167,3395,53
2037,1302,872,367
8768,794,26,263
6770,156,452,208
2666,734,414,286
1438,576,35,227
3126,177,29,196
2518,3287,49,206
1239,195,870,208
402,2490,1234,279
1135,711,58,207
8018,167,1146,61
1124,1034,429,750
2223,1151,422,1312
3056,189,315,80
1640,267,442,47
1208,291,2866,198
1333,2585,40,43
1615,324,223,1109
457,195,52,406
1145,210,1334,41
2943,3300,469,224
1209,1526,207,310
930,996,58,768
910,842,240,450
1192,3832,3850,356
518,3900,53,691
373,4073,1165,414
395,3855,1239,48
302,1984,23,433
6781,212,446,222
294,3319,24,281
327,3724,48,83
990,692,2758,278
1942,947,1122,37
548,810,3022,822
2367,326,460,187
5502,150,41,227
5728,2440,4081,226
2962,3346,420,97
2442,1672,939,396
1885,249,256,58
2480,1407,38,199
314,234,21,61
953,265,3369,227
1136,2710,2660,232
539,1838,1308,282
1006,946,71,277
1156,201,23,1362
2534,290,340,233
8401,1131,1563,428
1597,692,199,414
446,475,520,782
2271,1630,3230,64
7416,323,280,1076
450,784,55,1668
6585,2132,41,1200
6777,278,46,282
1660,937,440,579
1176,279,48,584
1315,135,973,288
431,214,53,577
525,929,47,367
1219,1413,57,287
2669,1971,301,258
1161,172,25,225
1223,231,50,80
1084,144,35,285
951,816,1082,1111
1488,179,34,366
5991,548,18,301
1194,1456,2596,96
556,989,887,1187
5174,2070,23,691
2744,298,1455,1425
1795,1338,1352,1665
5718,996,3462,1272
1254,896,3238,52
500,1405,3292,1261
1559,179,2957,90
447,1157,15,352
304,221,3369,81
543,858,64,322
2214,1266,2889,400
1328,3773,399,1530
1409,204,379,1046
1470,166,50,233
1054,794,35,212
1202,306,4485,696
453,254,2742,257
1864,240,33,685
5458,1649,506,64
516,2460,47,66
1445,294,2547,575
2526,945,18,48
1319,250,3676,73
1743,194,295,302
343,3892,62,1350
419,1157,1262,84
1296,261,383,216
2577,1483,55,49
936,1269,3493,366
2097,287,2796,1574
1367,3697,2592,778
453,1686,1373,52
1355,190,42,72
1169,1687,23,262
6790,2906,225,231
3097,1070,258,55
2896,595,52,439
604,3625,2775,385
5322,247,3294,282
1811,257,24,243
2754,196,2755,73
1023,656,57,326
1708,3981,263,75
2274,1756,41,1614
2035,830,1396,278
1363,239,433,292
1133,170,1103,236
6540,274,339,427
1283,186,46,78
1463,217,1119,356
3281,1772,3438,261
2211,131,59,754
441,3619,33,391
1391,322,44,192
1336,1322,886,421
1395,3286,30,219
1602,214,465,1095
953,308,280,294
546,263,183,631
2961,213,17,268
279,3531,323,247
386,2143,56,38
2730,3281,372,290
2245,1584,51,395
1304,3656,61,403
2223,526,42,371
540,303,542,574
1996,2638,37,256
530,2537,34,335
2027,629,4069,201
384,313,387,1200
1333,274,3396,858
1284,3650,2858,247
1762,3540,2787,253
590,793,2406,96
654,1241,1222,75
1154,2062,3265,213
1395,745,379,771
1079,3639,3724,269
1702,1393,64,37
1324,205,51,314
1769,2031,344,1483
1714,719,23,1415
573,278,1157,1255
1625,124,1716,101
1894,280,43,258
3233,1436,3777,388
943,939,881,389
1483,774,48,58
2819,624,382,876
509,3658,1435,94
1760,776,304,867
1243,227,372,559
1941,1978,303,53
2673,208,26,218
1279,2010,30,1296
496,1723,770,1087
7311,3943,987,245
1522,947,45,254
3349,236,3589,83
1709,1466,50,199
1289,562,14,102
390,175,3671,856
6979,3183,50,1399
7393,254,41,250
592,743,2601,333
554,3437,3962,450
1048,536,31,309
416,557,1180,368
1259,1010,55,36
477,316,248,73
5568,1810,45,1576
2950,1002,216,831
442,1547,4399,354
273,226,365,283
1862,2681,58,76
513,190,46,1152
2661,3048,1328,376
528,853,445,1005
3042,555,28,731
467,2843,53,787
632,867,731,100
568,924,3385,304
1415,889,486,604
1450,2774,43,1439
1327,789,1219,1567
6089,2315,3772,293
2219,138,347,370
400,241,1571,270
441,1220,339,722
2270,262,923,76
2522,1011,1159,453
1035,1241,16,637
1111,768,4028,399
530,295,25,277
3149,217,3758,83
1985,158,3383,236
1321,211,38,268
1113,202,44,364
1067,214,3532,582
5996,2169,330,69
381,770,994,1664
464,1817,3521,352
2346,170,49,928
1218,829,46,214
1508,1533,3856,47
1217,910,9,295
967,1434,1190,415
1498,246,319,251
298,2431,43,228
1428,2567,11,230
1235,193,43,1124
6962,214,1187,297
1223,292,2729,360
2392,1718,2445,292
596,210,21,898
394,1628,36,1192
1466,212,1371,277
2347,960,51,85
3295,1790,32,248
1494,3644,50,76
1142,1014,29,368
315,1019,27,997
3050,1259,416,658
1217,302,3345,88
1881,224,15,1260
8566,1157,511,217
2662,162,38,210
493,2030,382,208
2454,172,42,1307
605,262,470,678
424,521,914,1732
1295,244,372,362
864,261,42,1147
1795,287,38,645
5794,1641,65,307
