srcip,dstip,srcport,dstport,proto,td,pkt,byt,label
3232261223,3455185887,52778,9527,tcp,2.998814,3.0,0.0,1
3232261223,1207841517,56165,8080,tcp,2.99881,3.0,0.0,1
3232261223,1336476404,44877,8080,tcp,2.998821,3.0,0.0,1
3232261223,1198096525,45797,23,tcp,2.998571,3.0,0.0,1
3232261223,3330577285,38488,33031,tcp,2.998812,3.0,0.0,1
3232261223,1604925847,43560,2323,tcp,2.998323,3.0,0.0,1
3232261223,645486963,56337,23,tcp,2.998821,3.0,0.0,1
3232261223,895488341,36579,23,tcp,2.998813,3.0,0.0,1
3232261223,2003278115,45158,2323,tcp,2.99881,3.0,0.0,1
3232261223,3128662164,33389,8080,tcp,1.746782,2.0,0.0,1
3232261223,644363731,54563,23,tcp,2.998819,3.0,0.0,1
3232261223,1302173650,59363,23,tcp,2.999062,3.0,0.0,1
3232261223,1289164175,37154,23,tcp,2.998565,3.0,0.0,1
3232261223,3639158339,58185,23,tcp,2.99882,3.0,0.0,1
3232261223,2728569849,42203,23,tcp,2.998821,3.0,0.0,1
3232261223,3286569604,60346,23,tcp,2.999063,3.0,0.0,1
3232261223,1507710594,123,123,udp,0.003983,1.0,48.0,1
3232261223,2158614818,49530,2323,tcp,2.999062,3.0,0.0,1
3232261223,25468671,40761,2323,tcp,2.999319,3.0,0.0,1
3232261223,1869785076,52142,23,tcp,2.999074,3.0,0.0,1
3232261223,2511303038,36212,31874,tcp,2.999062,3.0,0.0,1
3232261223,1796351372,37952,23,tcp,2.999073,3.0,0.0,1
3232261223,1799494145,42189,8080,tcp,2.998819,3.0,0.0,1
3232261223,633038892,123,123,udp,0.026718,1.0,48.0,1
3232261223,2950392235,59086,23,tcp,2.998826,3.0,0.0,1
3232261223,1196958877,46097,8080,tcp,2.998573,3.0,0.0,1
202617218,3232261223,3,1,icmp,3.16396,2.0,120.0,1
3232261223,1852352777,41117,23,tcp,2.998822,3.0,0.0,1
3232261223,2585789516,53766,23,tcp,2.998024,3.0,0.0,1
3232261223,1036192257,39808,8080,tcp,2.998573,3.0,0.0,1
3232261223,3041092028,49908,23,tcp,2.998822,3.0,0.0,1
3232261223,2084664065,46845,8080,tcp,2.998823,3.0,0.0,1
3232261223,861518232,39854,23,tcp,2.99882,3.0,0.0,1
3232261223,463745147,55729,23,tcp,2.999074,3.0,0.0,1
3232261223,2787251167,33413,23,tcp,2.999069,3.0,0.0,1
3232261223,3189220202,35887,23,tcp,2.998824,3.0,0.0,1
3232261223,1535141015,46972,23,tcp,2.999063,3.0,0.0,1
3232261223,2328220347,37868,23,tcp,0.181649,1.0,0.0,1
3232261223,674290814,58734,8080,tcp,2.999072,3.0,0.0,1
3232261223,2443110425,40603,5605,tcp,2.998825,3.0,0.0,1
3232261223,2481415173,123,123,udp,0.001232,1.0,48.0,1
3232261223,1932635653,39484,23,tcp,2.998824,3.0,0.0,1
3232261223,1768945438,50499,23,tcp,2.998327,3.0,0.0,1
3232261223,3566883107,45008,23,tcp,2.999055,3.0,0.0,1
3232261223,1554216155,48626,23,tcp,2.999064,3.0,0.0,1
3232261223,3353083038,33984,23,tcp,2.998566,3.0,0.0,1
3232261223,1582886706,45731,23,tcp,2.998814,3.0,0.0,1
3232261223,1224314639,34923,8080,tcp,0.128447,1.0,0.0,1
3232261223,3123696280,45981,23,tcp,2.998814,3.0,0.0,1
3232261223,995198999,39341,2323,tcp,2.998566,3.0,0.0,1
3232261223,1600513831,45809,8080,tcp,2.998814,3.0,0.0,1
3232261223,2690529984,36840,23,tcp,2.998824,3.0,0.0,1
3232261223,2664850727,53574,23,tcp,2.998826,3.0,0.0,1
3232261223,2340176907,50359,2323,tcp,2.999065,3.0,0.0,1
3232261223,831068851,40255,8080,tcp,2.998816,3.0,0.0,1
3232261223,832592570,33938,23,tcp,2.999146,3.0,0.0,1
3232261223,170680410,55650,23,tcp,2.993808,3.0,0.0,1
3232261121,3232261223,3,1,icmp,38.010023,7.0,400.0,1
3232261223,3025709496,38588,2323,tcp,2.99907,3.0,0.0,1
3232261223,3425527189,55256,2323,tcp,2.999066,3.0,0.0,1
3232261223,3589249548,123,123,udp,0.014731,1.0,48.0,1
3232261223,1675023634,59466,23,tcp,2.998822,3.0,0.0,1
3232261223,1855958085,43017,23,tcp,2.998825,3.0,0.0,1
3232261223,1141436696,42419,8080,tcp,2.998567,3.0,0.0,1
3232261223,2381444425,33756,9527,tcp,2.999075,3.0,0.0,1
3232261223,99381384,37999,23,tcp,2.999067,3.0,0.0,1
3232261223,2627254275,45534,23,tcp,2.998324,3.0,0.0,1
3232261223,341590143,59218,23,tcp,2.998827,3.0,0.0,1
3232261223,3687414580,60457,23,tcp,2.999074,3.0,0.0,1
3232261223,302621475,33083,23,tcp,2.998579,3.0,0.0,1
3232261223,2917644580,38126,23,tcp,0.120683,1.0,0.0,1
3232261223,2349844066,57019,8080,tcp,2.998578,3.0,0.0,1
3232261223,1005284658,35719,8080,tcp,2.998814,3.0,0.0,1
3232261223,2720677816,46249,8080,tcp,2.998817,3.0,0.0,1
3232261223,3692940992,37434,2323,tcp,2.999077,3.0,0.0,1
3232261223,1689809115,38842,8080,tcp,2.99882,3.0,0.0,1
3232261223,3042312500,50807,2323,tcp,2.999062,3.0,0.0,1
3232261223,182019598,54848,16202,tcp,2.994058,3.0,0.0,1
3232261223,2537053355,39332,23,tcp,2.999309,3.0,0.0,1
3232261223,3271161432,37410,23,tcp,2.998563,3.0,0.0,1
3232261223,2122294385,48421,23,tcp,2.998826,3.0,0.0,1
3232261223,2455520846,55709,8080,tcp,2.99857,3.0,0.0,1
3232261223,2481415173,123,123,udp,0.000991,1.0,48.0,1
3232261223,2760840325,41492,23,tcp,2.998826,3.0,0.0,1
3232261223,3094495761,48174,23,tcp,2.999076,3.0,0.0,1
3232261223,2731256383,49532,23,tcp,2.999078,3.0,0.0,1
3232261223,520146982,40790,2323,tcp,1.738289,2.0,0.0,1
3232261223,1770750647,43697,23,tcp,2.998835,3.0,0.0,1
3232261223,289557065,56475,2323,tcp,2.998581,3.0,0.0,1
3232261223,433954115,58105,8080,tcp,2.998831,3.0,0.0,1
3232261223,2760079466,60932,23,tcp,2.99883,3.0,0.0,1
3232261223,1712742457,57328,8080,tcp,2.998828,3.0,0.0,1
3232261223,2023920051,46815,23,tcp,2.998829,3.0,0.0,1
3232261223,3270987759,43564,2323,tcp,2.99907,3.0,0.0,1
3232261223,2444565660,58172,8080,tcp,2.999042,3.0,0.0,1
3232261223,1483364161,51628,23,tcp,2.998827,3.0,0.0,1
3232261223,2010594876,42996,23,tcp,2.998813,3.0,0.0,1
3232261223,3722087062,49235,8080,tcp,2.999078,3.0,0.0,1
3232261223,1507710594,123,123,udp,0.003728,1.0,48.0,1
3232261223,1804562359,41374,8080,tcp,2.999076,3.0,0.0,1
3232261223,857555755,47474,2323,tcp,2.998828,3.0,0.0,1
3232261223,1108111137,47796,23,tcp,2.998831,3.0,0.0,1
3232261223,2034540601,54329,9527,tcp,2.998824,3.0,0.0,1
3232261223,3496063252,53040,23,tcp,2.998578,3.0,0.0,1
3232261223,2472373375,44993,9527,tcp,2.999068,3.0,0.0,1
3232261223,1075132949,40467,23,tcp,2.999069,3.0,0.0,1
3232261223,3563304521,52218,23,tcp,2.998827,3.0,0.0,1
3232261223,3739953623,37557,9527,tcp,2.998828,3.0,0.0,1
3232261223,2242967012,58475,23,tcp,2.999081,3.0,0.0,1
3232261223,2955152978,43633,2323,tcp,2.998574,3.0,0.0,1
3232261223,144868372,45218,57933,tcp,2.998829,3.0,0.0,1
3232261223,1328004907,58177,23,tcp,2.998828,3.0,0.0,1
3232261223,2251680177,36251,2323,tcp,2.998826,3.0,0.0,1
3232261223,1154233801,56090,8080,tcp,2.999085,3.0,0.0,1
3232261223,3058855166,53233,2323,tcp,2.99883,3.0,0.0,1
3232261223,3485071772,50528,23,tcp,2.999077,3.0,0.0,1
3232261223,246146700,39998,8080,tcp,2.999076,3.0,0.0,1
3232261223,1040442046,45137,8080,tcp,2.998578,3.0,0.0,1
3232261223,1241717562,47487,23,tcp,2.99858,3.0,0.0,1
3232261223,712387254,54673,6745,tcp,0.346079,1.0,0.0,1
3232261223,2325764060,50971,64600,tcp,2.998579,3.0,0.0,1
3232261223,2481415173,123,123,udp,0.001229,1.0,48.0,1
3232261223,750480918,54604,53444,tcp,2.998834,3.0,0.0,1
3232261223,3068438295,46323,23,tcp,2.998832,3.0,0.0,1
3232261223,3250279224,55298,8080,tcp,2.998832,3.0,0.0,1
3232261223,3682540097,48641,23,tcp,2.998579,3.0,0.0,1
3232261223,1664173244,42408,9527,tcp,2.998824,3.0,0.0,1
3232261223,2227832991,36209,23,tcp,2.998819,3.0,0.0,1
3232261223,1483934054,41321,19156,tcp,2.998569,3.0,0.0,1
3232261223,2839971968,48573,23,tcp,2.99858,3.0,0.0,1
3232261223,2422238952,35072,2323,tcp,2.998831,3.0,0.0,1
3232261223,2105644593,33352,23,tcp,2.99858,3.0,0.0,1
3232261223,1053515388,50071,23,tcp,2.998579,3.0,0.0,1
3232261223,1099425720,39483,23,tcp,2.998578,3.0,0.0,1
3232261223,1363861894,33688,23,tcp,2.999335,3.0,0.0,1
3232261223,3293825600,59824,23,tcp,0.35457,1.0,0.0,1
3232261223,2742932395,60529,23,tcp,2.999318,3.0,0.0,1
3232261223,908773882,41989,8080,tcp,2.999083,3.0,0.0,1
3232261223,828177385,52417,23,tcp,2.999078,3.0,0.0,1
3232261223,225048354,57699,2323,tcp,2.998579,3.0,0.0,1
3232261223,1867707736,45717,23,tcp,2.998826,3.0,0.0,1
3232261223,796883466,37682,23,tcp,2.99883,3.0,0.0,1
3232261223,326125494,57591,8080,tcp,2.998577,3.0,0.0,1
3232261223,2646855073,51647,2323,tcp,2.998581,3.0,0.0,1
3232261223,3226232328,34425,23,tcp,2.99883,3.0,0.0,1
3232261223,2002049524,53160,2323,tcp,2.999081,3.0,0.0,1
3232261223,2020798194,41605,23,tcp,2.99883,3.0,0.0,1
3232261223,2693147171,46619,23,tcp,2.998577,3.0,0.0,1
3232261223,608161754,43601,23,tcp,2.99858,3.0,0.0,1
3232261223,2969036001,40641,23,tcp,2.998583,3.0,0.0,1
3232261223,3680551801,46962,8080,tcp,2.998833,3.0,0.0,1
3232261223,3287250291,34651,23,tcp,2.998581,3.0,0.0,1
3232261223,551647584,51216,8080,tcp,2.999077,3.0,0.0,1
3232261223,2761596108,45343,23,tcp,2.999329,3.0,0.0,1
3232261223,3671010535,41087,8080,tcp,2.998833,3.0,0.0,1
3232261223,2870471767,38157,9527,tcp,2.998835,3.0,0.0,1
3232261223,3487507297,58980,11959,tcp,2.998832,3.0,0.0,1
3232261223,2481415173,123,123,udp,0.000987,1.0,48.0,1
3232261223,3010528532,50537,23,tcp,2.998836,3.0,0.0,1
3232261223,2523650555,41575,8080,tcp,0.13994,1.0,0.0,1
3232261223,809464231,43294,8080,tcp,2.998829,3.0,0.0,1
3232261223,1118828096,39399,8080,tcp,2.998307,3.0,0.0,1
3232261223,1299857095,44354,23,tcp,2.99883,3.0,0.0,1
3232261223,1472517084,32980,9527,tcp,2.998568,3.0,0.0,1
3232261223,1060026606,46201,2323,tcp,2.998813,3.0,0.0,1
3232261223,1653504341,51766,23,tcp,2.998586,3.0,0.0,1
3232261223,1500270097,55061,8080,tcp,2.998586,3.0,0.0,1
3232261223,1380905489,50134,8080,tcp,2.998581,3.0,0.0,1
3232261223,423259929,44239,9527,tcp,2.998583,3.0,0.0,1
3232261223,1111154215,39851,30664,tcp,2.998575,3.0,0.0,1
3232261223,657127269,33360,23,tcp,2.998579,3.0,0.0,1
3232261223,3138372093,53923,23,tcp,2.998079,3.0,0.0,1
3232261223,1653848946,49659,23,tcp,2.99908,3.0,0.0,1
3232261223,1093522577,50534,32421,tcp,2.99883,3.0,0.0,1
3232261223,3005661784,36074,23,tcp,2.998831,3.0,0.0,1
3232261223,1507710594,123,123,udp,0.003735,1.0,48.0,1
3232261223,3555597902,43499,8080,tcp,2.998824,3.0,0.0,1
3232261223,2329729287,37266,14091,tcp,2.998832,3.0,0.0,1
3232261223,1116652312,60940,23,tcp,2.99883,3.0,0.0,1
3232261223,1820441614,51886,23,tcp,2.998577,3.0,0.0,1
3232261223,3357324374,34235,2323,tcp,2.999079,3.0,0.0,1
3232261223,1717812341,42145,2323,tcp,2.998833,3.0,0.0,1
3232261223,3660589321,53086,23,tcp,2.998832,3.0,0.0,1
3232261223,1481719508,49125,51214,tcp,2.998832,3.0,0.0,1
3232261223,3140514495,53634,2323,tcp,2.998831,3.0,0.0,1
3232261223,3547393113,43031,9527,tcp,2.999075,3.0,0.0,1
3232261223,633038892,123,123,udp,0.026473,1.0,48.0,1
3232261223,3696095258,44984,8080,tcp,0.286602,1.0,0.0,1
3232261223,2430370937,59541,8261,tcp,2.998578,3.0,0.0,1
3232261223,1642365463,44636,23,tcp,2.998584,3.0,0.0,1
3232261223,766703570,59453,8080,tcp,2.998831,3.0,0.0,1
3232261223,304376834,51402,8080,tcp,2.999319,3.0,0.0,1
3232261223,3546843192,35686,2323,tcp,0.299333,1.0,0.0,1
3232261223,581733880,58460,23,tcp,2.999073,3.0,0.0,1
3232261223,3379550160,57715,25706,tcp,2.999083,3.0,0.0,1
3232261223,710311988,58142,23,tcp,2.99908,3.0,0.0,1
3232261223,1436136755,52196,8080,tcp,2.998571,3.0,0.0,1
3232261223,1673405560,37558,8080,tcp,2.998564,3.0,0.0,1
3232261223,587193028,44033,23,tcp,2.998828,3.0,0.0,1
3232261223,2481415173,123,123,udp,0.001231,1.0,48.0,1
3232261223,3475306285,54852,39878,tcp,2.998569,3.0,0.0,1
3232261223,3104341404,46445,2323,tcp,2.998572,3.0,0.0,1
3232261223,1121377905,60316,23,tcp,2.998572,3.0,0.0,1
3232261223,3056914993,58875,23,tcp,2.999075,3.0,0.0,1
3232261223,2429947268,46843,23,tcp,2.998819,3.0,0.0,1
3232261223,777231340,59361,8080,tcp,2.998572,3.0,0.0,1
3232261223,3110333203,48575,2323,tcp,2.99857,3.0,0.0,1
3232261223,1288438441,53287,23,tcp,2.998571,3.0,0.0,1
3232261223,1322275854,47608,23,tcp,2.998819,3.0,0.0,1
3232261223,2269914138,36848,7597,tcp,2.998819,3.0,0.0,1
3232261223,1264879959,53540,8080,tcp,2.999077,3.0,0.0,1
3232261223,873804812,52323,2323,tcp,2.999062,3.0,0.0,1
3232261223,349881060,36746,23,tcp,2.998824,3.0,0.0,1
3232261121,3232261223,3,1,icmp,40.000225,2.0,80.0,1
3232261223,150454746,51586,23,tcp,2.998822,3.0,0.0,1
3232261223,2082578234,53912,23,tcp,2.998569,3.0,0.0,1
3232261223,1824267139,49293,23,tcp,2.998821,3.0,0.0,1
3232261223,1768158233,56243,23,tcp,2.998822,3.0,0.0,1
3232261223,400874482,51125,23,tcp,2.998568,3.0,0.0,1
3232261223,2484575371,38165,23,tcp,2.998824,3.0,0.0,1
3232261223,892840445,48874,23,tcp,2.998581,3.0,0.0,1
3232261223,3309082832,34924,23,tcp,2.999075,3.0,0.0,1
3232261223,3222910176,44272,23,tcp,2.998818,3.0,0.0,1
3232261223,3695641360,60971,2323,tcp,2.998573,3.0,0.0,1
3232261223,1169696151,48061,9527,tcp,2.998568,3.0,0.0,1
3232261223,3580255613,42523,23,tcp,2.998573,3.0,0.0,1
3232261223,801354308,45639,23,tcp,2.998331,3.0,0.0,1
3232261223,1198952174,48288,8080,tcp,2.999067,3.0,0.0,1
3232261223,3315772100,43212,23,tcp,2.999071,3.0,0.0,1
3232261223,2732750710,41283,9527,tcp,2.99882,3.0,0.0,1
3232261223,1979571555,38069,23,tcp,2.999072,3.0,0.0,1
3232261223,1680160190,54583,56015,tcp,2.999082,3.0,0.0,1
3232261223,3136809586,41709,8080,tcp,2.999064,3.0,0.0,1
3232261223,3453999370,47810,8080,tcp,2.998572,3.0,0.0,1
3232261223,1414228081,33977,9527,tcp,2.998819,3.0,0.0,1
3232261223,2481415173,123,123,udp,0.00098,1.0,48.0,1
3232261223,2305311041,45324,23,tcp,2.998314,3.0,0.0,1
3232261223,1979571555,38069,23,tcp,156.301035,5.0,0.0,1
3232261223,3077417376,48988,2323,tcp,0.299342,1.0,0.0,1
3232261223,1292409835,38909,45473,tcp,2.998832,3.0,0.0,1
3232261223,1975444349,53849,23,tcp,2.998821,3.0,0.0,1
3232261223,3154079031,39126,23,tcp,2.999071,3.0,0.0,1
3232261223,2921617360,42038,8080,tcp,2.998571,3.0,0.0,1
3232261223,1416292989,39955,9527,tcp,2.998821,3.0,0.0,1
3232261223,731581111,58353,8080,tcp,2.998819,3.0,0.0,1
3232261223,2487582220,43606,8080,tcp,2.998582,3.0,0.0,1
3232261223,1991246775,58645,2323,tcp,2.998831,3.0,0.0,1
3232261223,2740049065,48453,9527,tcp,2.998822,3.0,0.0,1
3232261223,1197430611,36250,23,tcp,2.998573,3.0,0.0,1
3232261223,1558659710,42823,23,tcp,2.999073,3.0,0.0,1
3232261223,2731835895,45132,9527,tcp,2.99882,3.0,0.0,1
3232261223,1002286614,35327,9527,tcp,2.99932,3.0,0.0,1
3232261223,3018584056,55219,23,tcp,2.999064,3.0,0.0,1
3232261223,740803599,48142,8080,tcp,2.999069,3.0,0.0,1
3232261223,1507710594,123,123,udp,0.003729,1.0,48.0,1
3232261223,3467711934,56305,23,tcp,2.998322,3.0,0.0,1
3232261223,3675079255,51327,23,tcp,2.998825,3.0,0.0,1
3232261223,2678025281,40322,9527,tcp,2.998831,3.0,0.0,1
3232261223,1216757062,52376,23,tcp,2.998825,3.0,0.0,1
3232261223,1104676976,46592,8080,tcp,2.998821,3.0,0.0,1
3232261223,2245163240,48493,9527,tcp,2.998582,3.0,0.0,1
3232261223,3747687186,48530,9527,tcp,2.998574,3.0,0.0,1
3232261223,827251392,53048,23,tcp,2.998581,3.0,0.0,1
3232261223,791241564,34936,2323,tcp,2.998565,3.0,0.0,1
3232261223,712702378,33189,23,tcp,2.998326,3.0,0.0,1
3232261223,91909328,40935,8080,tcp,2.998824,3.0,0.0,1
3232261223,633038892,123,123,udp,0.026466,1.0,48.0,1
3232261223,3186644229,47508,2323,tcp,2.998583,3.0,0.0,1
3232261223,1960317728,42876,23,tcp,2.999072,3.0,0.0,1
3232261223,426149764,34675,8080,tcp,2.999073,3.0,0.0,1
3232261223,700143965,48186,57825,tcp,2.99932,3.0,0.0,1
3232261223,19168219,40482,2323,tcp,2.999329,3.0,0.0,1
3232261223,2248884811,34133,9527,tcp,2.999081,3.0,0.0,1
3232261223,2823291869,48860,47622,tcp,2.998564,3.0,0.0,1
3232261223,3134950732,60305,8080,tcp,0.327316,1.0,0.0,1
3232261223,2902713164,59201,23,tcp,2.998821,3.0,0.0,1
3232261223,2481415173,123,123,udp,0.00123,1.0,48.0,1
3232261223,3180334722,56408,23420,tcp,2.998573,3.0,0.0,1
3232261223,872233917,60894,23,tcp,2.998823,3.0,0.0,1
3232261223,2780139617,50688,8080,tcp,2.99858,3.0,0.0,1
3232261223,3056277733,44351,8080,tcp,2.999081,3.0,0.0,1
3232261223,2847887463,45791,46693,tcp,2.998582,3.0,0.0,1
3232261223,2062080563,42469,23,tcp,2.99883,3.0,0.0,1
3232261223,2728662713,56498,2323,tcp,2.998322,3.0,0.0,1
3232261223,2210373134,41259,2323,tcp,2.998582,3.0,0.0,1
3232261223,1013607489,58308,34650,tcp,2.99882,3.0,0.0,1
3232261223,1581680495,52816,8080,tcp,2.998832,3.0,0.0,1
3232261223,3726588539,35909,2323,tcp,2.998822,3.0,0.0,1
3232261223,1144150421,48880,9527,tcp,2.999069,3.0,0.0,1
3232261223,1686500983,35940,9527,tcp,2.999075,3.0,0.0,1
3232261223,2004718210,39580,23,tcp,2.999069,3.0,0.0,1
3232261223,2899395468,40721,23,tcp,2.999061,3.0,0.0,1
3232261223,3575294282,55535,2323,tcp,2.998563,3.0,0.0,1
3232261121,3232261223,3,1,icmp,1.000183,2.0,80.0,1
3232261223,2409717020,60526,23,tcp,2.99908,3.0,0.0,1
3232261223,587232078,38846,23,tcp,2.99882,3.0,0.0,1
3232261223,2016001455,48233,2323,tcp,2.998832,3.0,0.0,1
3232261223,3008946056,46887,9527,tcp,2.998582,3.0,0.0,1
3232261223,17723448,34374,23,tcp,2.998819,3.0,0.0,1
3232261223,1913381040,49123,8080,tcp,2.99883,3.0,0.0,1
3232261223,2823423712,40959,23,tcp,2.99882,3.0,0.0,1
3232261223,2745242197,43481,23,tcp,2.998577,3.0,0.0,1
3232261223,3737133599,60487,9527,tcp,2.998571,3.0,0.0,1
3232261223,2169866204,39994,23,tcp,2.998831,3.0,0.0,1
3232261223,1164022217,42505,23,tcp,2.998573,3.0,0.0,1
3232261223,2204358936,48411,8080,tcp,2.998568,3.0,0.0,1
3232261223,1632636038,53509,30363,tcp,0.138671,1.0,0.0,1
3232261223,3500468147,43225,23,tcp,2.999072,3.0,0.0,1
3232261223,2383333407,54206,23,tcp,2.998822,3.0,0.0,1
3232261223,1790782743,46868,8080,tcp,2.999073,3.0,0.0,1
3232261223,1422726135,60133,23,tcp,2.999071,3.0,0.0,1
3232261223,3096020598,45364,23,tcp,2.998566,3.0,0.0,1
3232261223,2211803078,41147,8080,tcp,2.999081,3.0,0.0,1
3232261223,2481415173,123,123,udp,0.000982,1.0,48.0,1
3232261223,2697575724,35707,2323,tcp,2.998574,3.0,0.0,1
3232261223,1353086467,46274,64267,tcp,2.998829,3.0,0.0,1
3232261223,546113503,38258,8080,tcp,2.998576,3.0,0.0,1
3232261223,705272983,33561,23,tcp,2.998824,3.0,0.0,1
3232261223,3247410657,37842,9527,tcp,2.998822,3.0,0.0,1
3232261223,1767280504,43703,23,tcp,2.998574,3.0,0.0,1
