c0,c1,c2,c3,c4
321.0,144.0,428.0,420.0,453.0
485.0,159.0,396.0,307.0,353.0
658.0,147.0,319.0,459.0,331.0
628.0,148.0,330.0,417.0,332.0
614.0,151.0,342.0,738.0,327.0
576.0,155.0,282.0,1056.0,329.0
597.0,159.0,328.0,1035.0,362.0
981.0,168.0,303.0,965.0,371.0
568.0,163.0,256.0,1018.0,430.0
587.0,156.0,273.0,1077.0,444.0
455.0,128.0,241.0,434.0,446.0
274.0,127.0,330.0,326.0,413.0
264.0,105.0,335.0,246.0,374.0
248.0,109.0,234.0,272.0,376.0
236.0,95.0,156.0,270.0,311.0
241.0,103.0,213.0,269.0,339.0
238.0,94.0,256.0,320.0,325.0
219.0,87.0,163.0,296.0,278.0
219.0,78.0,164.0,216.0,276.0
199.0,69.0,150.0,350.0,188.0
187.0,62.0,132.0,205.0,115.0
175.0,172.0,49.0,27.0,98.0
165.0,125.0,37.0,21.0,61.0
158.0,104.0,32.0,17.0,43.0
157.0,97.0,33.0,18.0,37.0
162.0,98.0,32.0,25.0,38.0
157.0,83.0,31.0,20.0,27.0
156.0,80.0,30.0,20.0,25.0
163.0,101.0,39.0,30.0,41.0
173.0,105.0,49.0,45.0,45.0
190.0,155.0,71.0,76.0,87.0
215.0,174.0,108.0,116.0,106.0
256.0,263.0,167.0,199.0,186.0
317.0,345.0,187.0,213.0,255.0
414.0,612.0,232.0,235.0,469.0
527.0,781.0,235.0,288.0,604.0
652.0,907.0,583.0,468.0,707.0
599.0,688.0,637.0,229.0,541.0
666.0,683.0,392.0,184.0,537.0
561.0,606.0,369.0,171.0,473.0
637.0,628.0,225.0,172.0,488.0
320.0,604.0,204.0,160.0,464.0
307.0,573.0,204.0,171.0,440.0
308.0,590.0,221.0,142.0,451.0
317.0,551.0,214.0,144.0,423.0
321.0,641.0,216.0,147.0,492.0
311.0,608.0,222.0,133.0,468.0
316.0,649.0,242.0,147.0,498.0
326.0,827.0,236.0,140.0,633.0
345.0,589.0,239.0,135.0,458.0
421.0,593.0,226.0,147.0,466.0
606.0,552.0,229.0,153.0,439.0
527.0,562.0,259.0,157.0,452.0
563.0,517.0,252.0,142.0,419.0
621.0,575.0,245.0,131.0,465.0
551.0,894.0,230.0,135.0,709.0
567.0,725.0,226.0,141.0,581.0
538.0,577.0,140.0,127.0,464.0
418.0,649.0,190.0,127.0,509.0
274.0,570.0,172.0,118.0,440.0
272.0,559.0,168.0,92.0,423.0
259.0,512.0,155.0,101.0,382.0
243.0,543.0,130.0,84.0,400.0
246.0,478.0,140.0,87.0,351.0
245.0,440.0,120.0,85.0,319.0
239.0,402.0,114.0,74.0,286.0
218.0,442.0,104.0,57.0,311.0
204.0,290.0,99.0,42.0,194.0
189.0,214.0,62.0,34.0,133.0
198.0,244.0,56.0,53.0,158.0
180.0,199.0,54.0,39.0,120.0
177.0,127.0,37.0,31.0,64.0
166.0,143.0,32.0,28.0,75.0
170.0,170.0,32.0,20.0,94.0
156.0,134.0,28.0,23.0,66.0
148.0,99.0,20.0,22.0,39.0
148.0,112.0,15.0,17.0,48.0
143.0,122.0,15.0,19.0,55.0
146.0,92.0,21.0,19.0,33.0
148.0,122.0,22.0,27.0,56.0
157.0,146.0,38.0,37.0,76.0
163.0,170.0,42.0,42.0,95.0
177.0,258.0,62.0,49.0,164.0
178.0,210.0,63.0,49.0,130.0
188.0,309.0,74.0,55.0,207.0
190.0,312.0,87.0,68.0,211.0
208.0,448.0,107.0,87.0,319.0
218.0,452.0,122.0,105.0,325.0
244.0,537.0,142.0,134.0,395.0
248.0,595.0,136.0,138.0,440.0
255.0,673.0,167.0,163.0,504.0
259.0,628.0,165.0,174.0,472.0
270.0,643.0,166.0,171.0,485.0
271.0,649.0,167.0,152.0,491.0
274.0,636.0,169.0,158.0,485.0
274.0,560.0,188.0,142.0,428.0
287.0,482.0,178.0,148.0,370.0
286.0,527.0,182.0,163.0,403.0
327.0,515.0,171.0,150.0,395.0
319.0,521.0,175.0,139.0,400.0
277.0,471.0,165.0,149.0,364.0
274.0,469.0,178.0,148.0,362.0
275.0,432.0,174.0,161.0,333.0
266.0,509.0,152.0,156.0,391.0
273.0,425.0,165.0,152.0,326.0
258.0,493.0,163.0,144.0,375.0
263.0,499.0,136.0,147.0,378.0
254.0,458.0,149.0,136.0,342.0
258.0,433.0,144.0,126.0,321.0
267.0,414.0,134.0,136.0,305.0
254.0,451.0,141.0,141.0,329.0
252.0,467.0,135.0,119.0,338.0
237.0,434.0,128.0,124.0,310.0
221.0,403.0,125.0,107.0,283.0
200.0,421.0,103.0,89.0,292.0
184.0,280.0,81.0,63.0,183.0
174.0,241.0,61.0,45.0,151.0
166.0,189.0,41.0,34.0,109.0
155.0,117.0,37.0,25.0,54.0
148.0,147.0,26.0,20.0,75.0
146.0,111.0,22.0,18.0,47.0
145.0,105.0,19.0,17.0,42.0
149.0,84.0,22.0,15.0,26.0
148.0,90.0,31.0,30.0,31.0
157.0,86.0,33.0,25.0,29.0
157.0,121.0,45.0,48.0,57.0
179.0,133.0,72.0,77.0,70.0
207.0,144.0,101.0,119.0,84.0
261.0,260.0,159.0,195.0,183.0
288.0,349.0,187.0,228.0,257.0
518.0,638.0,229.0,257.0,487.0
480.0,797.0,250.0,268.0,613.0
579.0,882.0,468.0,422.0,687.0
630.0,809.0,580.0,282.0,631.0
613.0,736.0,578.0,181.0,575.0
675.0,695.0,392.0,169.0,539.0
514.0,638.0,242.0,168.0,494.0
347.0,611.0,240.0,151.0,467.0
331.0,650.0,225.0,157.0,495.0
320.0,561.0,227.0,148.0,427.0
301.0,543.0,241.0,156.0,416.0
299.0,553.0,216.0,141.0,422.0
304.0,580.0,248.0,141.0,445.0
303.0,581.0,228.0,146.0,445.0
341.0,586.0,241.0,139.0,450.0
340.0,628.0,239.0,144.0,484.0
351.0,686.0,162.0,147.0,533.0
599.0,593.0,613.0,146.0,466.0
532.0,576.0,256.0,153.0,460.0
491.0,556.0,218.0,143.0,446.0
459.0,611.0,218.0,133.0,490.0
575.0,608.0,218.0,141.0,494.0
526.0,640.0,185.0,134.0,515.0
561.0,683.0,187.0,116.0,537.0
369.0,588.0,175.0,116.0,456.0
268.0,572.0,149.0,98.0,434.0
259.0,483.0,148.0,93.0,360.0
251.0,462.0,138.0,78.0,339.0
243.0,429.0,113.0,79.0,309.0
228.0,369.0,121.0,74.0,263.0
233.0,428.0,106.0,77.0,304.0
222.0,364.0,131.0,68.0,253.0
209.0,340.0,112.0,63.0,230.0
193.0,221.0,76.0,41.0,138.0
182.0,202.0,66.0,30.0,121.0
30.0,18.0,39.0,52.0,22.0
19.0,16.0,31.0,53.0,15.0
19.0,11.0,27.0,44.0,14.0
15.0,8.0,22.0,47.0,13.0
15.0,7.0,25.0,44.0,12.0
17.0,8.0,21.0,47.0,13.0
22.0,8.0,27.0,43.0,12.0
32.0,10.0,40.0,40.0,18.0
47.0,11.0,41.0,45.0,20.0
65.0,21.0,76.0,45.0,30.0
123.0,28.0,108.0,65.0,41.0
229.0,57.0,156.0,75.0,53.0
260.0,64.0,200.0,92.0,63.0
320.0,108.0,254.0,111.0,82.0
346.0,154.0,256.0,133.0,74.0
498.0,251.0,285.0,146.0,72.0
386.0,253.0,229.0,147.0,58.0
176.0,236.0,223.0,147.0,56.0
165.0,231.0,221.0,143.0,54.0
172.0,228.0,253.0,139.0,58.0
159.0,215.0,256.0,127.0,56.0
165.0,124.0,235.0,129.0,56.0
150.0,93.0,273.0,127.0,57.0
155.0,102.0,248.0,127.0,124.0
147.0,108.0,276.0,136.0,65.0
158.0,106.0,264.0,134.0,60.0
159.0,96.0,363.0,149.0,58.0
154.0,102.0,766.0,147.0,69.0
152.0,101.0,482.0,155.0,72.0
154.0,110.0,318.0,171.0,67.0
154.0,110.0,292.0,196.0,69.0
170.0,106.0,291.0,199.0,75.0
154.0,115.0,308.0,181.0,70.0
147.0,110.0,306.0,192.0,73.0
158.0,120.0,359.0,199.0,68.0
169.0,123.0,328.0,189.0,83.0
135.0,113.0,231.0,185.0,72.0
133.0,100.0,209.0,164.0,64.0
101.0,92.0,163.0,138.0,53.0
91.0,77.0,133.0,122.0,48.0
88.0,66.0,123.0,111.0,42.0
81.0,55.0,104.0,101.0,39.0
81.0,55.0,103.0,94.0,40.0
69.0,50.0,104.0,89.0,39.0
62.0,49.0,93.0,80.0,34.0
62.0,43.0,83.0,69.0,31.0
36.0,30.0,71.0,72.0,28.0
26.0,23.0,53.0,69.0,24.0
171.0,194.0,98.0,48.0,50.0
162.0,158.0,87.0,45.0,44.0
155.0,129.0,79.0,46.0,46.0
154.0,108.0,90.0,45.0,44.0
156.0,94.0,77.0,46.0,46.0
163.0,104.0,73.0,45.0,52.0
154.0,92.0,87.0,44.0,49.0
168.0,91.0,125.0,45.0,53.0
170.0,105.0,109.0,47.0,57.0
192.0,149.0,168.0,44.0,70.0
224.0,153.0,212.0,46.0,91.0
274.0,275.0,290.0,47.0,123.0
303.0,402.0,329.0,49.0,145.0
415.0,678.0,464.0,48.0,198.0
305.0,714.0,319.0,51.0,184.0
364.0,732.0,318.0,51.0,202.0
445.0,678.0,346.0,50.0,212.0
610.0,639.0,299.0,51.0,213.0
649.0,597.0,297.0,51.0,178.0
635.0,612.0,277.0,52.0,172.0
346.0,615.0,261.0,51.0,146.0
309.0,621.0,277.0,53.0,149.0
312.0,584.0,311.0,54.0,131.0
375.0,645.0,315.0,54.0,160.0
323.0,604.0,308.0,54.0,142.0
371.0,616.0,295.0,54.0,144.0
310.0,565.0,289.0,55.0,142.0
391.0,502.0,401.0,53.0,152.0
378.0,462.0,413.0,56.0,162.0
503.0,388.0,352.0,55.0,157.0
577.0,401.0,376.0,56.0,165.0
629.0,379.0,356.0,66.0,172.0
588.0,431.0,387.0,319.0,157.0
536.0,472.0,379.0,307.0,155.0
593.0,543.0,359.0,340.0,165.0
626.0,632.0,385.0,215.0,165.0
606.0,641.0,339.0,175.0,149.0
471.0,655.0,331.0,163.0,132.0
287.0,706.0,247.0,51.0,105.0
280.0,547.0,251.0,51.0,110.0
263.0,527.0,235.0,49.0,112.0
271.0,509.0,230.0,49.0,100.0
260.0,474.0,223.0,50.0,97.0
260.0,487.0,195.0,50.0,87.0
250.0,439.0,165.0,49.0,77.0
261.0,439.0,228.0,48.0,64.0
224.0,343.0,196.0,48.0,65.0
197.0,326.0,132.0,47.0,57.0
27.0,25.0,48.0,74.0,21.0
24.0,17.0,45.0,61.0,22.0
23.0,14.0,45.0,65.0,15.0
19.0,9.0,33.0,58.0,16.0
23.0,12.0,39.0,53.0,15.0
19.0,9.0,39.0,55.0,15.0
25.0,9.0,35.0,48.0,12.0
26.0,9.0,48.0,55.0,16.0
43.0,11.0,58.0,52.0,21.0
68.0,20.0,89.0,58.0,29.0
121.0,28.0,97.0,62.0,34.0
196.0,46.0,164.0,81.0,53.0
242.0,61.0,172.0,109.0,59.0
225.0,100.0,239.0,114.0,76.0
474.0,124.0,228.0,130.0,65.0
273.0,128.0,281.0,142.0,73.0
198.0,208.0,258.0,153.0,62.0
193.0,237.0,289.0,151.0,62.0
166.0,176.0,627.0,137.0,65.0
176.0,114.0,274.0,143.0,62.0
160.0,108.0,265.0,132.0,62.0
153.0,116.0,277.0,132.0,62.0
156.0,105.0,301.0,134.0,64.0
156.0,99.0,277.0,145.0,61.0
150.0,107.0,288.0,150.0,76.0
160.0,115.0,265.0,142.0,70.0
172.0,103.0,268.0,150.0,62.0
150.0,111.0,284.0,168.0,72.0
172.0,118.0,310.0,163.0,72.0
164.0,116.0,302.0,186.0,78.0
184.0,108.0,316.0,182.0,76.0
166.0,120.0,255.0,174.0,80.0
172.0,114.0,325.0,200.0,70.0
175.0,113.0,318.0,199.0,74.0
166.0,122.0,298.0,200.0,78.0
181.0,136.0,326.0,198.0,74.0
191.0,125.0,555.0,168.0,87.0
155.0,105.0,538.0,155.0,91.0
144.0,93.0,542.0,182.0,77.0
115.0,86.0,179.0,167.0,64.0
110.0,76.0,145.0,141.0,48.0
104.0,64.0,129.0,119.0,47.0
96.0,65.0,127.0,118.0,52.0
95.0,59.0,126.0,130.0,46.0
78.0,60.0,120.0,112.0,42.0
72.0,53.0,103.0,104.0,38.0
60.0,45.0,99.0,100.0,36.0
48.0,36.0,75.0,85.0,32.0
13.0,23.0,85.0,161.0,17.0
9.0,12.0,69.0,93.0,14.0
5.0,11.0,61.0,44.0,12.0
5.0,10.0,66.0,52.0,8.0
4.0,9.0,74.0,55.0,11.0
4.0,10.0,79.0,39.0,11.0
5.0,10.0,84.0,32.0,11.0
7.0,11.0,103.0,27.0,13.0
9.0,11.0,148.0,53.0,21.0
24.0,27.0,176.0,82.0,38.0
39.0,31.0,212.0,117.0,63.0
100.0,54.0,283.0,172.0,101.0
139.0,62.0,318.0,242.0,150.0
244.0,102.0,336.0,920.0,216.0
199.0,129.0,344.0,622.0,244.0
359.0,159.0,327.0,593.0,328.0
315.0,177.0,314.0,627.0,417.0
302.0,301.0,303.0,635.0,330.0
436.0,125.0,301.0,563.0,168.0
314.0,121.0,313.0,398.0,163.0
134.0,98.0,354.0,491.0,145.0
118.0,122.0,289.0,470.0,140.0
100.0,104.0,256.0,449.0,142.0
161.0,107.0,200.0,408.0,138.0
147.0,117.0,175.0,937.0,140.0
172.0,120.0,172.0,376.0,136.0
116.0,120.0,314.0,665.0,140.0
99.0,123.0,384.0,1038.0,151.0
101.0,129.0,334.0,1097.0,155.0
116.0,146.0,373.0,1068.0,175.0
106.0,142.0,387.0,1175.0,184.0
122.0,156.0,375.0,1111.0,190.0
84.0,160.0,413.0,1117.0,185.0
94.0,164.0,399.0,1089.0,208.0
112.0,178.0,438.0,1154.0,239.0
96.0,179.0,437.0,1150.0,306.0
88.0,146.0,411.0,1110.0,180.0
79.0,147.0,296.0,321.0,230.0
80.0,124.0,241.0,365.0,188.0
69.0,104.0,247.0,345.0,101.0
65.0,94.0,234.0,335.0,79.0
64.0,73.0,214.0,363.0,78.0
63.0,66.0,243.0,316.0,65.0
53.0,60.0,178.0,314.0,74.0
47.0,47.0,174.0,293.0,55.0
36.0,36.0,149.0,255.0,49.0
25.0,33.0,152.0,237.0,32.0
17.0,20.0,114.0,199.0,25.0
25.0,30.0,119.0,188.0,28.0
20.0,26.0,100.0,165.0,21.0
15.0,16.0,85.0,169.0,17.0
9.0,18.0,89.0,97.0,15.0
11.0,13.0,99.0,129.0,10.0
8.0,12.0,105.0,128.0,11.0
8.0,9.0,88.0,59.0,13.0
8.0,8.0,85.0,66.0,12.0
6.0,11.0,69.0,51.0,10.0
16.0,12.0,86.0,32.0,15.0
17.0,15.0,86.0,67.0,19.0
28.0,27.0,125.0,70.0,34.0
25.0,28.0,145.0,76.0,33.0
43.0,42.0,169.0,121.0,51.0
38.0,45.0,153.0,124.0,60.0
59.0,55.0,197.0,165.0,72.0
63.0,63.0,196.0,248.0,88.0
98.0,79.0,212.0,279.0,105.0
80.0,80.0,201.0,279.0,104.0
104.0,96.0,296.0,250.0,117.0
95.0,97.0,208.0,425.0,123.0
111.0,102.0,234.0,354.0,142.0
102.0,102.0,323.0,381.0,143.0
113.0,122.0,365.0,431.0,148.0
119.0,120.0,383.0,380.0,148.0
106.0,126.0,335.0,402.0,141.0
113.0,113.0,316.0,405.0,136.0
110.0,117.0,361.0,362.0,144.0
108.0,121.0,455.0,395.0,139.0
112.0,124.0,443.0,371.0,137.0
99.0,123.0,389.0,415.0,152.0
109.0,117.0,354.0,380.0,147.0
101.0,129.0,369.0,445.0,146.0
97.0,107.0,390.0,399.0,153.0
92.0,115.0,413.0,393.0,142.0
103.0,105.0,347.0,397.0,135.0
107.0,105.0,326.0,408.0,139.0
114.0,103.0,369.0,381.0,125.0
100.0,95.0,254.0,328.0,114.0
97.0,85.0,267.0,344.0,104.0
81.0,79.0,249.0,331.0,103.0
86.0,69.0,234.0,261.0,92.0
73.0,71.0,266.0,324.0,89.0
68.0,67.0,241.0,320.0,87.0
62.0,59.0,217.0,280.0,68.0
64.0,51.0,197.0,308.0,63.0
45.0,44.0,149.0,335.0,54.0
35.0,31.0,146.0,293.0,39.0
76.0,58.0,210.0,118.0,123.0
70.0,61.0,140.0,138.0,105.0
59.0,60.0,113.0,71.0,72.0
58.0,56.0,95.0,51.0,61.0
57.0,57.0,111.0,100.0,60.0
65.0,62.0,108.0,92.0,46.0
66.0,63.0,87.0,62.0,44.0
73.0,62.0,114.0,55.0,52.0
73.0,67.0,137.0,53.0,51.0
84.0,81.0,159.0,77.0,66.0
114.0,103.0,202.0,99.0,109.0
145.0,140.0,271.0,132.0,184.0
164.0,170.0,269.0,213.0,223.0
211.0,194.0,329.0,419.0,406.0
218.0,183.0,294.0,484.0,476.0
254.0,182.0,301.0,607.0,660.0
242.0,171.0,284.0,550.0,672.0
299.0,164.0,337.0,598.0,630.0
185.0,159.0,369.0,511.0,544.0
245.0,160.0,365.0,540.0,552.0
189.0,151.0,285.0,399.0,487.0
194.0,163.0,261.0,392.0,582.0
206.0,166.0,295.0,449.0,584.0
281.0,161.0,347.0,426.0,498.0
180.0,153.0,341.0,462.0,431.0
230.0,151.0,352.0,362.0,416.0
283.0,156.0,353.0,351.0,436.0
451.0,153.0,384.0,404.0,447.0
459.0,152.0,377.0,522.0,437.0
466.0,159.0,395.0,854.0,484.0
492.0,157.0,384.0,880.0,480.0
358.0,157.0,423.0,1086.0,458.0
183.0,158.0,710.0,1005.0,450.0
271.0,161.0,596.0,1047.0,514.0
333.0,161.0,503.0,1048.0,533.0
379.0,153.0,440.0,1108.0,532.0
379.0,150.0,436.0,818.0,412.0
339.0,138.0,367.0,376.0,360.0
469.0,117.0,313.0,380.0,377.0
343.0,112.0,260.0,306.0,457.0
151.0,108.0,220.0,312.0,466.0
140.0,99.0,219.0,293.0,403.0
132.0,101.0,278.0,271.0,352.0
134.0,92.0,339.0,277.0,329.0
129.0,89.0,304.0,316.0,318.0
126.0,91.0,295.0,324.0,332.0
112.0,83.0,285.0,247.0,250.0
93.0,73.0,156.0,278.0,208.0
169.0,148.0,43.0,21.0,78.0
158.0,147.0,33.0,20.0,76.0
159.0,110.0,28.0,16.0,47.0
158.0,117.0,28.0,13.0,51.0
156.0,91.0,31.0,23.0,33.0
151.0,93.0,35.0,18.0,33.0
157.0,77.0,29.0,22.0,22.0
161.0,98.0,36.0,33.0,39.0
166.0,106.0,54.0,43.0,46.0
195.0,126.0,85.0,67.0,66.0
215.0,170.0,105.0,121.0,103.0
261.0,235.0,160.0,206.0,165.0
298.0,357.0,200.0,223.0,265.0
443.0,586.0,270.0,279.0,450.0
724.0,764.0,267.0,412.0,591.0
614.0,873.0,397.0,389.0,683.0
648.0,858.0,498.0,351.0,669.0
676.0,715.0,689.0,233.0,561.0
622.0,790.0,433.0,147.0,613.0
535.0,595.0,769.0,179.0,464.0
359.0,603.0,948.0,163.0,463.0
309.0,581.0,355.0,153.0,445.0
298.0,610.0,189.0,155.0,464.0
363.0,567.0,266.0,153.0,432.0
324.0,535.0,229.0,149.0,410.0
320.0,602.0,223.0,151.0,462.0
332.0,491.0,231.0,140.0,378.0
315.0,510.0,241.0,145.0,395.0
353.0,547.0,247.0,143.0,425.0
522.0,517.0,243.0,142.0,408.0
531.0,503.0,251.0,136.0,400.0
691.0,463.0,258.0,151.0,376.0
513.0,487.0,240.0,138.0,394.0
554.0,529.0,220.0,140.0,429.0
520.0,598.0,263.0,151.0,486.0
568.0,566.0,224.0,130.0,460.0
609.0,566.0,203.0,124.0,452.0
609.0,569.0,176.0,117.0,445.0
402.0,589.0,192.0,103.0,449.0
263.0,562.0,157.0,91.0,422.0
261.0,503.0,135.0,84.0,372.0
241.0,533.0,128.0,78.0,389.0
256.0,472.0,128.0,82.0,344.0
248.0,439.0,119.0,73.0,315.0
225.0,416.0,111.0,65.0,294.0
216.0,273.0,92.0,54.0,182.0
194.0,304.0,89.0,42.0,201.0
179.0,219.0,55.0,32.0,134.0
191.0,238.0,55.0,36.0,152.0
185.0,185.0,41.0,35.0,109.0
179.0,170.0,45.0,30.0,96.0
178.0,120.0,33.0,22.0,58.0
171.0,138.0,36.0,21.0,71.0
161.0,120.0,31.0,19.0,55.0
152.0,115.0,21.0,24.0,51.0
152.0,100.0,19.0,24.0,40.0
155.0,91.0,27.0,23.0,33.0
161.0,115.0,36.0,31.0,52.0
168.0,114.0,46.0,44.0,53.0
176.0,150.0,63.0,61.0,84.0
189.0,206.0,75.0,62.0,128.0
205.0,317.0,92.0,80.0,217.0
210.0,259.0,92.0,83.0,177.0
236.0,454.0,129.0,97.0,329.0
241.0,452.0,146.0,112.0,331.0
260.0,622.0,163.0,129.0,464.0
260.0,528.0,171.0,142.0,395.0
272.0,640.0,185.0,167.0,484.0
275.0,563.0,181.0,154.0,427.0
286.0,612.0,185.0,160.0,467.0
277.0,664.0,185.0,161.0,506.0
274.0,677.0,194.0,159.0,518.0
289.0,638.0,186.0,150.0,489.0
341.0,749.0,203.0,157.0,574.0
297.0,496.0,182.0,148.0,384.0
312.0,618.0,216.0,150.0,476.0
367.0,648.0,122.0,157.0,498.0
511.0,599.0,152.0,160.0,463.0
326.0,567.0,196.0,160.0,439.0
305.0,517.0,196.0,138.0,402.0
307.0,468.0,176.0,158.0,365.0
466.0,384.0,189.0,152.0,303.0
547.0,415.0,179.0,157.0,325.0
483.0,450.0,175.0,153.0,350.0
388.0,537.0,192.0,157.0,414.0
263.0,609.0,163.0,140.0,464.0
268.0,560.0,165.0,127.0,422.0
246.0,511.0,153.0,122.0,382.0
265.0,463.0,150.0,114.0,342.0
258.0,498.0,188.0,115.0,365.0
257.0,455.0,195.0,118.0,333.0
265.0,447.0,156.0,128.0,326.0
254.0,524.0,146.0,114.0,382.0
242.0,492.0,124.0,97.0,355.0
231.0,384.0,95.0,69.0,270.0
208.0,329.0,87.0,87.0,225.0
181.0,59.0,120.0,166.0,127.0
170.0,59.0,103.0,83.0,87.0
165.0,60.0,82.0,93.0,71.0
164.0,54.0,126.0,69.0,62.0
180.0,57.0,95.0,111.0,61.0
163.0,54.0,91.0,76.0,98.0
159.0,59.0,99.0,35.0,69.0
168.0,63.0,102.0,50.0,37.0
173.0,71.0,203.0,69.0,37.0
190.0,82.0,149.0,74.0,71.0
221.0,102.0,174.0,78.0,98.0
281.0,142.0,244.0,187.0,202.0
300.0,188.0,305.0,250.0,271.0
364.0,216.0,351.0,426.0,465.0
407.0,200.0,325.0,534.0,518.0
556.0,190.0,337.0,686.0,659.0
666.0,176.0,288.0,619.0,686.0
669.0,162.0,345.0,528.0,654.0
384.0,156.0,343.0,509.0,545.0
465.0,163.0,379.0,515.0,439.0
455.0,156.0,430.0,467.0,474.0
310.0,164.0,383.0,424.0,554.0
376.0,168.0,349.0,406.0,439.0
330.0,170.0,359.0,428.0,470.0
320.0,163.0,332.0,453.0,438.0
