c0,c1,c2,c3,c4,c5,c6,c7,c8,c9
10.0,20.0,66.0,138.0,176.0,0.0,0.0,29.0,35.0,0.0
12.0,16.0,58.0,161.0,149.0,46.0,54.0,28.0,37.0,15.0
11.0,22.0,64.0,123.0,135.0,45.0,55.0,34.0,34.0,0.0
11.0,0.0,77.0,120.0,172.0,45.0,56.0,32.0,41.0,14.0
11.0,19.0,71.0,89.0,122.0,44.0,53.0,34.0,34.0,14.0
13.0,16.0,69.0,103.0,145.0,47.0,57.0,35.0,37.0,14.0
11.0,19.0,82.0,147.0,227.0,40.0,50.0,38.0,41.0,16.0
13.0,18.0,90.0,166.0,158.0,48.0,56.0,34.0,41.0,16.0
14.0,19.0,64.0,125.0,166.0,53.0,61.0,39.0,39.0,16.0
12.0,21.0,90.0,138.0,182.0,81.0,75.0,39.0,46.0,20.0
14.0,20.0,111.0,121.0,135.0,64.0,67.0,39.0,45.0,20.0
14.0,19.0,104.0,155.0,209.0,52.0,62.0,40.0,46.0,17.0
13.0,22.0,112.0,142.0,244.0,51.0,62.0,46.0,61.0,19.0
15.0,22.0,102.0,127.0,173.0,53.0,63.0,39.0,62.0,18.0
15.0,23.0,90.0,172.0,194.0,58.0,70.0,78.0,51.0,22.0
13.0,30.0,112.0,187.0,292.0,62.0,75.0,52.0,40.0,23.0
16.0,30.0,98.0,147.0,247.0,59.0,73.0,44.0,62.0,20.0
17.0,27.0,123.0,177.0,343.0,74.0,93.0,44.0,55.0,21.0
16.0,33.0,119.0,147.0,295.0,60.0,77.0,44.0,56.0,23.0
17.0,35.0,132.0,138.0,225.0,64.0,79.0,50.0,71.0,25.0
22.0,32.0,130.0,146.0,328.0,68.0,39.0,69.0,61.0,22.0
17.0,32.0,185.0,147.0,295.0,80.0,93.0,69.0,68.0,26.0
18.0,34.0,257.0,139.0,274.0,74.0,88.0,29.0,31.0,36.0
22.0,41.0,153.0,175.0,262.0,83.0,97.0,56.0,41.0,31.0
18.0,32.0,175.0,161.0,268.0,87.0,113.0,32.0,36.0,31.0
20.0,33.0,166.0,178.0,279.0,76.0,98.0,56.0,93.0,44.0
21.0,33.0,165.0,148.0,227.0,36.0,43.0,65.0,45.0,24.0
19.0,33.0,177.0,184.0,415.0,77.0,48.0,31.0,36.0,37.0
21.0,35.0,156.0,223.0,291.0,74.0,89.0,59.0,62.0,37.0
21.0,34.0,157.0,199.0,262.0,78.0,93.0,60.0,66.0,33.0
17.0,51.0,163.0,153.0,302.0,87.0,103.0,58.0,40.0,34.0
21.0,39.0,178.0,173.0,312.0,114.0,63.0,60.0,40.0,36.0
21.0,43.0,169.0,165.0,279.0,121.0,133.0,29.0,38.0,35.0
19.0,38.0,156.0,208.0,261.0,74.0,91.0,65.0,91.0,36.0
22.0,37.0,161.0,154.0,296.0,73.0,89.0,51.0,34.0,38.0
25.0,40.0,148.0,169.0,276.0,77.0,90.0,60.0,66.0,34.0
22.0,37.0,163.0,146.0,312.0,87.0,104.0,56.0,65.0,43.0
20.0,38.0,227.0,167.0,304.0,109.0,129.0,51.0,72.0,34.0
25.0,36.0,175.0,157.0,367.0,90.0,107.0,24.0,33.0,31.0
21.0,35.0,187.0,158.0,314.0,109.0,133.0,53.0,67.0,32.0
20.0,35.0,183.0,136.0,244.0,53.0,131.0,53.0,85.0,45.0
23.0,38.0,146.0,148.0,270.0,78.0,94.0,56.0,69.0,45.0
23.0,43.0,132.0,163.0,256.0,76.0,99.0,23.0,67.0,35.0
21.0,33.0,149.0,156.0,267.0,67.0,86.0,52.0,67.0,37.0
22.0,39.0,142.0,218.0,228.0,36.0,43.0,56.0,68.0,39.0
22.0,40.0,208.0,163.0,287.0,65.0,89.0,50.0,70.0,32.0
21.0,43.0,177.0,162.0,279.0,63.0,86.0,62.0,79.0,28.0
22.0,33.0,178.0,183.0,272.0,65.0,78.0,55.0,78.0,32.0
23.0,34.0,175.0,207.0,261.0,68.0,83.0,50.0,73.0,28.0
23.0,36.0,135.0,206.0,301.0,62.0,74.0,54.0,69.0,27.0
20.0,51.0,141.0,170.0,268.0,67.0,75.0,61.0,82.0,39.0
23.0,31.0,161.0,158.0,390.0,65.0,80.0,63.0,82.0,28.0
21.0,30.0,175.0,169.0,305.0,64.0,79.0,68.0,91.0,30.0
22.0,38.0,140.0,199.0,285.0,73.0,88.0,75.0,94.0,26.0
21.0,46.0,134.0,146.0,241.0,60.0,79.0,32.0,51.0,30.0
20.0,45.0,118.0,170.0,270.0,60.0,72.0,62.0,91.0,36.0
19.0,44.0,140.0,180.0,251.0,62.0,77.0,60.0,89.0,34.0
21.0,37.0,139.0,178.0,387.0,66.0,84.0,68.0,85.0,33.0
21.0,45.0,129.0,191.0,367.0,68.0,82.0,55.0,76.0,38.0
21.0,45.0,140.0,160.0,329.0,80.0,96.0,65.0,85.0,32.0
22.0,50.0,165.0,178.0,349.0,106.0,129.0,57.0,82.0,30.0
21.0,47.0,145.0,166.0,318.0,88.0,106.0,30.0,40.0,33.0
19.0,47.0,152.0,149.0,296.0,93.0,112.0,56.0,71.0,32.0
25.0,46.0,157.0,136.0,437.0,71.0,84.0,53.0,80.0,16.0
21.0,52.0,158.0,172.0,325.0,80.0,91.0,60.0,82.0,33.0
25.0,48.0,141.0,159.0,341.0,75.0,94.0,55.0,99.0,22.0
27.0,41.0,140.0,170.0,333.0,70.0,90.0,59.0,122.0,55.0
20.0,40.0,167.0,190.0,349.0,85.0,104.0,59.0,86.0,22.0
18.0,43.0,154.0,192.0,345.0,86.0,50.0,60.0,75.0,44.0
18.0,38.0,156.0,201.0,324.0,39.0,46.0,64.0,37.0,23.0
18.0,40.0,140.0,197.0,322.0,36.0,88.0,58.0,73.0,20.0
20.0,39.0,169.0,168.0,306.0,79.0,97.0,73.0,80.0,17.0
18.0,41.0,177.0,175.0,252.0,79.0,94.0,60.0,76.0,32.0
17.0,43.0,146.0,174.0,267.0,96.0,110.0,57.0,82.0,38.0
20.0,43.0,154.0,168.0,386.0,76.0,91.0,72.0,86.0,39.0
16.0,39.0,185.0,330.0,304.0,78.0,90.0,65.0,86.0,40.0
16.0,42.0,165.0,206.0,321.0,83.0,99.0,59.0,84.0,37.0
17.0,45.0,154.0,225.0,338.0,39.0,31.0,62.0,85.0,41.0
18.0,38.0,148.0,307.0,277.0,90.0,114.0,57.0,78.0,38.0
17.0,43.0,133.0,270.0,282.0,32.0,40.0,30.0,25.0,33.0
20.0,48.0,134.0,194.0,252.0,92.0,111.0,71.0,78.0,32.0
18.0,38.0,153.0,187.0,292.0,74.0,46.0,73.0,85.0,33.0
18.0,41.0,157.0,192.0,256.0,90.0,53.0,52.0,83.0,47.0
30.0,35.0,166.0,270.0,246.0,41.0,49.0,62.0,83.0,31.0
31.0,36.0,147.0,329.0,284.0,74.0,45.0,54.0,74.0,32.0
20.0,36.0,151.0,256.0,259.0,34.0,28.0,50.0,74.0,37.0
17.0,38.0,156.0,235.0,222.0,66.0,80.0,62.0,78.0,33.0
19.0,37.0,145.0,263.0,283.0,84.0,104.0,59.0,69.0,33.0
19.0,34.0,149.0,218.0,248.0,74.0,89.0,63.0,108.0,23.0
20.0,34.0,131.0,177.0,233.0,76.0,92.0,72.0,38.0,16.0
18.0,33.0,137.0,172.0,349.0,62.0,76.0,54.0,70.0,31.0
20.0,35.0,125.0,139.0,311.0,64.0,79.0,48.0,73.0,36.0
19.0,30.0,115.0,162.0,424.0,67.0,77.0,54.0,80.0,56.0
22.0,36.0,117.0,173.0,296.0,61.0,75.0,55.0,74.0,37.0
20.0,35.0,113.0,135.0,260.0,64.0,76.0,55.0,85.0,32.0
19.0,30.0,135.0,181.0,318.0,66.0,81.0,55.0,83.0,38.0
17.0,31.0,119.0,155.0,272.0,59.0,74.0,52.0,64.0,41.0
17.0,31.0,117.0,144.0,200.0,57.0,72.0,58.0,68.0,32.0
15.0,27.0,111.0,149.0,182.0,61.0,75.0,62.0,62.0,36.0
18.0,27.0,150.0,182.0,331.0,52.0,66.0,60.0,71.0,36.0
18.0,29.0,170.0,160.0,257.0,78.0,79.0,50.0,68.0,31.0
22.0,0.0,135.0,164.0,230.0,72.0,85.0,59.0,91.0,40.0
15.0,28.0,99.0,154.0,214.0,74.0,83.0,53.0,81.0,34.0
17.0,29.0,84.0,158.0,186.0,62.0,72.0,49.0,59.0,27.0
15.0,31.0,174.0,122.0,179.0,68.0,84.0,51.0,74.0,45.0
17.0,22.0,143.0,154.0,192.0,54.0,70.0,45.0,62.0,33.0
16.0,28.0,140.0,156.0,229.0,58.0,68.0,43.0,60.0,25.0
15.0,24.0,120.0,201.0,214.0,58.0,72.0,42.0,64.0,23.0
14.0,21.0,128.0,250.0,215.0,52.0,61.0,42.0,55.0,22.0
15.0,0.0,103.0,240.0,217.0,51.0,62.0,44.0,56.0,18.0
14.0,21.0,111.0,264.0,398.0,57.0,72.0,58.0,73.0,22.0
14.0,19.0,101.0,247.0,277.0,50.0,59.0,43.0,56.0,0.0
14.0,24.0,128.0,314.0,177.0,0.0,65.0,41.0,50.0,15.0
13.0,19.0,105.0,323.0,183.0,59.0,71.0,45.0,54.0,17.0
13.0,18.0,96.0,242.0,337.0,48.0,61.0,36.0,47.0,15.0
15.0,20.0,95.0,228.0,252.0,54.0,66.0,45.0,50.0,0.0
14.0,18.0,0.0,222.0,408.0,58.0,68.0,38.0,47.0,0.0
15.0,0.0,82.0,238.0,290.0,51.0,62.0,42.0,48.0,13.0
14.0,18.0,73.0,212.0,145.0,50.0,60.0,36.0,43.0,0.0
15.0,0.0,68.0,0.0,0.0,51.0,64.0,39.0,43.0,15.0
13.0,0.0,68.0,0.0,160.0,49.0,59.0,37.0,43.0,0.0
12.0,17.0,71.0,0.0,115.0,46.0,55.0,40.0,44.0,0.0
11.0,0.0,66.0,0.0,0.0,46.0,56.0,38.0,42.0,0.0
10.0,0.0,63.0,159.0,157.0,43.0,51.0,34.0,41.0,0.0
0.0,18.0,67.0,0.0,113.0,42.0,52.0,34.0,39.0,0.0
11.0,0.0,69.0,0.0,0.0,46.0,54.0,35.0,42.0,14.0
11.0,0.0,61.0,157.0,0.0,42.0,49.0,34.0,37.0,0.0
10.0,0.0,63.0,0.0,0.0,42.0,49.0,34.0,37.0,0.0
11.0,0.0,0.0,0.0,0.0,45.0,52.0,32.0,36.0,0.0
0.0,14.0,0.0,0.0,0.0,43.0,50.0,31.0,32.0,12.0
0.0,0.0,68.0,177.0,99.0,0.0,0.0,31.0,34.0,13.0
0.0,16.0,60.0,0.0,0.0,43.0,50.0,30.0,42.0,14.0
10.0,0.0,0.0,135.0,124.0,37.0,44.0,30.0,33.0,0.0
10.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0
12.0,0.0,0.0,0.0,0.0,45.0,51.0,27.0,33.0,0.0
11.0,0.0,0.0,0.0,0.0,37.0,44.0,0.0,31.0,0.0
11.0,0.0,0.0,0.0,0.0,39.0,46.0,43.0,0.0,11.0
12.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.0,15.0,0.0,0.0,122.0,0.0,45.0,0.0,0.0,0.0
11.0,0.0,0.0,153.0,0.0,38.0,0.0,28.0,0.0,12.0
12.0,16.0,0.0,0.0,0.0,49.0,56.0,28.0,0.0,0.0
11.0,0.0,67.0,0.0,131.0,44.0,48.0,29.0,30.0,0.0
10.0,18.0,65.0,0.0,110.0,40.0,46.0,29.0,32.0,12.0
14.0,18.0,67.0,167.0,127.0,45.0,53.0,28.0,36.0,15.0
11.0,16.0,73.0,128.0,132.0,41.0,47.0,30.0,32.0,13.0
12.0,19.0,69.0,126.0,124.0,40.0,48.0,29.0,35.0,14.0
12.0,18.0,83.0,120.0,132.0,0.0,54.0,37.0,39.0,15.0
11.0,17.0,77.0,98.0,166.0,49.0,54.0,0.0,39.0,15.0
11.0,20.0,81.0,86.0,128.0,48.0,55.0,39.0,40.0,15.0
12.0,19.0,90.0,129.0,130.0,48.0,55.0,36.0,41.0,15.0
12.0,17.0,90.0,116.0,172.0,58.0,63.0,30.0,36.0,17.0
13.0,20.0,99.0,137.0,180.0,52.0,60.0,37.0,39.0,16.0
12.0,21.0,91.0,131.0,161.0,64.0,73.0,38.0,54.0,17.0
12.0,22.0,107.0,125.0,168.0,71.0,80.0,45.0,53.0,18.0
14.0,31.0,107.0,150.0,185.0,60.0,67.0,46.0,48.0,19.0
14.0,25.0,115.0,141.0,206.0,62.0,73.0,43.0,49.0,25.0
14.0,26.0,133.0,120.0,212.0,73.0,86.0,41.0,49.0,23.0
14.0,28.0,128.0,136.0,225.0,66.0,79.0,45.0,62.0,28.0
16.0,31.0,124.0,158.0,216.0,65.0,75.0,49.0,52.0,22.0
16.0,30.0,154.0,145.0,245.0,65.0,75.0,51.0,60.0,23.0
14.0,41.0,126.0,175.0,264.0,67.0,81.0,51.0,62.0,24.0
16.0,35.0,128.0,253.0,244.0,68.0,40.0,55.0,60.0,28.0
19.0,41.0,153.0,288.0,335.0,64.0,75.0,52.0,31.0,25.0
19.0,37.0,152.0,251.0,289.0,69.0,83.0,28.0,30.0,31.0
18.0,45.0,181.0,278.0,315.0,88.0,103.0,55.0,70.0,39.0
19.0,57.0,164.0,166.0,375.0,75.0,89.0,58.0,74.0,31.0
16.0,47.0,206.0,185.0,278.0,80.0,91.0,69.0,79.0,32.0
18.0,51.0,177.0,201.0,434.0,90.0,109.0,70.0,77.0,31.0
17.0,46.0,165.0,180.0,352.0,78.0,90.0,84.0,98.0,38.0
18.0,55.0,183.0,211.0,315.0,39.0,90.0,77.0,40.0,34.0
17.0,70.0,196.0,209.0,371.0,94.0,105.0,37.0,78.0,31.0
17.0,74.0,205.0,211.0,360.0,76.0,91.0,65.0,76.0,27.0
19.0,83.0,164.0,268.0,360.0,73.0,87.0,66.0,82.0,29.0
20.0,86.0,157.0,249.0,381.0,85.0,97.0,69.0,42.0,26.0
21.0,65.0,194.0,271.0,514.0,69.0,79.0,90.0,79.0,28.0
23.0,74.0,193.0,231.0,395.0,72.0,89.0,81.0,83.0,16.0
17.0,69.0,183.0,215.0,503.0,82.0,98.0,32.0,41.0,52.0
20.0,73.0,162.0,198.0,435.0,78.0,100.0,65.0,76.0,57.0
20.0,74.0,190.0,182.0,461.0,89.0,107.0,75.0,76.0,59.0
19.0,81.0,196.0,186.0,520.0,97.0,108.0,68.0,83.0,53.0
20.0,96.0,190.0,195.0,423.0,79.0,93.0,67.0,77.0,63.0
20.0,66.0,165.0,160.0,379.0,81.0,45.0,31.0,45.0,57.0
21.0,68.0,156.0,203.0,364.0,77.0,46.0,69.0,89.0,36.0
19.0,69.0,169.0,167.0,608.0,77.0,90.0,55.0,70.0,31.0
21.0,45.0,168.0,193.0,382.0,77.0,89.0,29.0,72.0,34.0
19.0,44.0,161.0,166.0,365.0,75.0,91.0,62.0,76.0,42.0
20.0,43.0,167.0,177.0,540.0,67.0,79.0,75.0,82.0,17.0
20.0,51.0,169.0,197.0,506.0,68.0,83.0,39.0,40.0,39.0
21.0,47.0,160.0,198.0,437.0,74.0,46.0,63.0,73.0,40.0
21.0,46.0,170.0,201.0,374.0,79.0,100.0,66.0,79.0,35.0
22.0,57.0,213.0,251.0,312.0,82.0,101.0,57.0,70.0,42.0
23.0,48.0,185.0,188.0,282.0,106.0,134.0,58.0,72.0,33.0
21.0,55.0,230.0,172.0,327.0,127.0,153.0,64.0,72.0,30.0
24.0,62.0,244.0,273.0,327.0,75.0,88.0,76.0,92.0,33.0
21.0,52.0,187.0,221.0,619.0,81.0,48.0,66.0,85.0,33.0
20.0,52.0,169.0,201.0,396.0,81.0,96.0,68.0,74.0,36.0
20.0,55.0,224.0,190.0,395.0,69.0,86.0,58.0,78.0,33.0
21.0,65.0,190.0,210.0,508.0,74.0,90.0,64.0,77.0,41.0
19.0,60.0,221.0,255.0,481.0,75.0,43.0,76.0,41.0,42.0
21.0,58.0,175.0,281.0,433.0,77.0,90.0,71.0,79.0,36.0
21.0,58.0,170.0,247.0,395.0,94.0,110.0,72.0,91.0,38.0
19.0,61.0,186.0,216.0,491.0,82.0,95.0,62.0,85.0,35.0
22.0,74.0,173.0,206.0,495.0,86.0,103.0,86.0,83.0,31.0
22.0,61.0,209.0,237.0,587.0,40.0,46.0,43.0,37.0,33.0
19.0,58.0,226.0,206.0,486.0,77.0,91.0,68.0,96.0,33.0
19.0,118.0,190.0,225.0,335.0,71.0,82.0,63.0,93.0,20.0
22.0,78.0,203.0,215.0,418.0,78.0,45.0,71.0,92.0,36.0
19.0,66.0,204.0,211.0,407.0,77.0,46.0,59.0,83.0,28.0
21.0,75.0,211.0,223.0,359.0,80.0,47.0,65.0,89.0,33.0
23.0,86.0,230.0,280.0,373.0,78.0,92.0,71.0,47.0,32.0
22.0,79.0,215.0,278.0,467.0,92.0,103.0,60.0,80.0,31.0
20.0,73.0,210.0,196.0,319.0,95.0,103.0,32.0,42.0,32.0
21.0,67.0,212.0,232.0,354.0,86.0,97.0,66.0,83.0,41.0
20.0,68.0,245.0,228.0,424.0,87.0,106.0,62.0,86.0,35.0
20.0,67.0,255.0,224.0,479.0,148.0,184.0,35.0,43.0,41.0
19.0,76.0,269.0,219.0,420.0,128.0,156.0,67.0,93.0,42.0
20.0,55.0,220.0,213.0,412.0,85.0,34.0,41.0,52.0,36.0
19.0,63.0,226.0,174.0,986.0,82.0,95.0,60.0,82.0,67.0
19.0,61.0,210.0,199.0,434.0,86.0,107.0,65.0,92.0,59.0
20.0,56.0,201.0,172.0,375.0,96.0,116.0,64.0,93.0,61.0
20.0,64.0,212.0,196.0,309.0,73.0,93.0,59.0,117.0,52.0
20.0,56.0,197.0,176.0,300.0,98.0,124.0,61.0,50.0,18.0
19.0,56.0,204.0,176.0,365.0,86.0,106.0,31.0,41.0,22.0
17.0,53.0,182.0,191.0,407.0,75.0,92.0,64.0,86.0,33.0
18.0,50.0,218.0,204.0,273.0,84.0,103.0,61.0,90.0,42.0
18.0,52.0,178.0,341.0,326.0,86.0,104.0,65.0,80.0,31.0
18.0,52.0,180.0,188.0,300.0,25.0,100.0,64.0,97.0,43.0
18.0,50.0,164.0,214.0,274.0,80.0,53.0,61.0,41.0,38.0
17.0,44.0,169.0,212.0,284.0,42.0,114.0,58.0,73.0,31.0
18.0,42.0,158.0,244.0,393.0,76.0,94.0,57.0,72.0,31.0
17.0,46.0,171.0,268.0,220.0,79.0,104.0,60.0,74.0,36.0
15.0,39.0,154.0,245.0,322.0,80.0,102.0,63.0,72.0,32.0
18.0,37.0,147.0,255.0,272.0,72.0,88.0,58.0,76.0,33.0
18.0,36.0,138.0,199.0,393.0,64.0,82.0,56.0,79.0,41.0
22.0,35.0,146.0,185.0,276.0,97.0,122.0,68.0,91.0,49.0
18.0,31.0,137.0,171.0,276.0,75.0,91.0,51.0,74.0,42.0
17.0,35.0,134.0,181.0,237.0,70.0,90.0,52.0,79.0,28.0
18.0,37.0,133.0,199.0,267.0,74.0,93.0,48.0,82.0,35.0
18.0,36.0,126.0,166.0,275.0,76.0,91.0,54.0,69.0,32.0
18.0,36.0,143.0,283.0,199.0,70.0,91.0,52.0,77.0,33.0
19.0,28.0,170.0,219.0,243.0,70.0,87.0,51.0,79.0,33.0
17.0,33.0,182.0,187.0,229.0,72.0,84.0,64.0,102.0,42.0
20.0,34.0,154.0,200.0,213.0,70.0,90.0,63.0,76.0,30.0
20.0,29.0,158.0,188.0,233.0,60.0,76.0,68.0,87.0,25.0
18.0,37.0,154.0,182.0,190.0,90.0,102.0,56.0,76.0,27.0
19.0,29.0,148.0,153.0,179.0,70.0,84.0,52.0,74.0,26.0
19.0,27.0,162.0,219.0,195.0,67.0,84.0,50.0,79.0,31.0
15.0,31.0,145.0,215.0,197.0,74.0,93.0,50.0,79.0,34.0
19.0,29.0,125.0,226.0,167.0,66.0,85.0,44.0,63.0,38.0
20.0,27.0,93.0,171.0,185.0,60.0,79.0,47.0,78.0,29.0
14.0,27.0,97.0,187.0,186.0,65.0,81.0,54.0,83.0,25.0
17.0,28.0,98.0,243.0,147.0,70.0,87.0,47.0,72.0,23.0
16.0,28.0,97.0,257.0,170.0,59.0,76.0,43.0,56.0,22.0
15.0,31.0,111.0,252.0,224.0,62.0,76.0,42.0,54.0,23.0
17.0,29.0,108.0,333.0,166.0,59.0,72.0,44.0,53.0,19.0
15.0,26.0,95.0,377.0,188.0,56.0,71.0,41.0,48.0,23.0
13.0,25.0,101.0,296.0,197.0,57.0,72.0,40.0,51.0,21.0
14.0,30.0,105.0,223.0,158.0,58.0,73.0,34.0,42.0,29.0
14.0,27.0,104.0,207.0,187.0,53.0,67.0,34.0,43.0,29.0
14.0,22.0,94.0,206.0,158.0,56.0,71.0,34.0,43.0,19.0
12.0,30.0,99.0,203.0,146.0,56.0,71.0,36.0,44.0,15.0
12.0,25.0,0.0,0.0,165.0,53.0,67.0,38.0,41.0,17.0
11.0,0.0,98.0,0.0,177.0,55.0,71.0,37.0,37.0,0.0
12.0,0.0,100.0,164.0,169.0,55.0,67.0,30.0,39.0,0.0
12.0,0.0,77.0,157.0,0.0,55.0,65.0,31.0,37.0,0.0
12.0,0.0,76.0,0.0,0.0,55.0,67.0,32.0,37.0,15.0
11.0,23.0,80.0,0.0,0.0,61.0,74.0,29.0,37.0,16.0
0.0,19.0,79.0,148.0,135.0,49.0,59.0,34.0,36.0,16.0
12.0,19.0,68.0,0.0,0.0,48.0,60.0,27.0,30.0,15.0
10.0,0.0,0.0,0.0,0.0,52.0,63.0,29.0,36.0,17.0
11.0,0.0,0.0,193.0,0.0,48.0,59.0,32.0,34.0,0.0
11.0,0.0,61.0,191.0,120.0,50.0,64.0,31.0,34.0,15.0
9.0,0.0,74.0,0.0,0.0,54.0,67.0,29.0,34.0,16.0
10.0,0.0,0.0,0.0,132.0,50.0,60.0,31.0,33.0,15.0
9.0,0.0,72.0,0.0,125.0,43.0,52.0,28.0,31.0,0.0
0.0,0.0,0.0,159.0,153.0,49.0,59.0,28.0,31.0,14.0
0.0,16.0,56.0,187.0,121.0,45.0,53.0,29.0,32.0,17.0
0.0,18.0,0.0,0.0,110.0,42.0,49.0,26.0,31.0,15.0
0.0,17.0,55.0,0.0,0.0,41.0,48.0,28.0,29.0,12.0
0.0,18.0,0.0,145.0,0.0,41.0,47.0,28.0,32.0,15.0
10.0,0.0,0.0,170.0,0.0,38.0,57.0,25.0,32.0,14.0
9.0,0.0,0.0,0.0,0.0,40.0,51.0,27.0,28.0,0.0
10.0,16.0,57.0,148.0,0.0,0.0,0.0,28.0,34.0,13.0
10.0,0.0,59.0,159.0,0.0,0.0,41.0,25.0,30.0,12.0
9.0,17.0,60.0,0.0,0.0,39.0,49.0,27.0,32.0,12.0
10.0,17.0,59.0,177.0,0.0,32.0,38.0,27.0,33.0,14.0
10.0,16.0,59.0,195.0,115.0,35.0,41.0,0.0,0.0,13.0
10.0,19.0,64.0,154.0,132.0,0.0,0.0,0.0,30.0,11.0
12.0,19.0,63.0,130.0,139.0,0.0,0.0,28.0,34.0,16.0
11.0,0.0,61.0,135.0,122.0,35.0,42.0,26.0,31.0,0.0
11.0,20.0,64.0,0.0,0.0,37.0,45.0,28.0,32.0,12.0
11.0,18.0,0.0,0.0,0.0,38.0,43.0,29.0,32.0,21.0
11.0,19.0,66.0,104.0,110.0,39.0,45.0,27.0,30.0,16.0
9.0,20.0,73.0,125.0,120.0,38.0,46.0,29.0,33.0,15.0
11.0,18.0,73.0,0.0,156.0,37.0,43.0,30.0,34.0,19.0
11.0,18.0,76.0,132.0,135.0,37.0,44.0,31.0,40.0,17.0
10.0,25.0,68.0,108.0,152.0,45.0,55.0,30.0,42.0,15.0
12.0,19.0,88.0,112.0,167.0,43.0,49.0,31.0,45.0,23.0
12.0,27.0,90.0,134.0,171.0,50.0,58.0,32.0,39.0,24.0
15.0,20.0,89.0,142.0,179.0,51.0,63.0,39.0,39.0,16.0
14.0,22.0,88.0,138.0,181.0,44.0,53.0,38.0,38.0,18.0
15.0,21.0,97.0,134.0,177.0,50.0,62.0,37.0,40.0,35.0
14.0,25.0,104.0,158.0,174.0,71.0,89.0,40.0,49.0,22.0
14.0,29.0,136.0,353.0,194.0,51.0,63.0,38.0,49.0,20.0
13.0,45.0,99.0,144.0,183.0,50.0,64.0,42.0,46.0,26.0
15.0,29.0,105.0,161.0,169.0,57.0,73.0,42.0,49.0,34.0
15.0,29.0,121.0,132.0,187.0,55.0,67.0,53.0,72.0,53.0
13.0,31.0,106.0,156.0,224.0,52.0,33.0,40.0,25.0,44.0
16.0,34.0,106.0,141.0,202.0,60.0,73.0,40.0,48.0,22.0
17.0,35.0,142.0,127.0,207.0,60.0,76.0,44.0,48.0,32.0
16.0,36.0,142.0,146.0,235.0,59.0,73.0,26.0,26.0,29.0
