c0,c1,c2,c3,c4,c5,c6,c7,c8,c9
7694.469085470837,3321.875317519399,5922.8124921994295,4654.804822984497,2778.475964293815,3423.58245410377,2391.6700755738775,493.5392753422047,6206.216666691969,4456.986225717793
3216.906017402005,2915.0095188336745,1993.8960174202691,4113.701652120851,3260.5746621371254,3208.853579070456,3507.556113309279,3699.2774956925227,4494.85407111108,6811.043097652229
3386.788124611007,3057.301140218977,5071.202424372874,2622.180411153006,6533.664325442149,4501.181287982277,2920.639418716653,2217.3080740283117,4246.600787407951,4255.90773328358
4085.74199332,5497.170105032656,4607.511763528708,3793.5553303824536,3248.2712442090065,3693.667613984214,3584.4005758617354,3647.318665712659,6381.106725823593,2222.47437749124
4662.557151036956,4957.242791803169,4190.389893221094,4522.29765858591,2836.4337616951198,3942.377071005555,2822.9067851411446,4913.642244039598,3142.4625800858457,1822.8873021987906
4097.8676993057425,3754.6646635158845,4006.380527168323,4483.506548644951,2043.059635626315,4272.584569267496,2672.4096319475257,363.396429423523,5972.512104347461,3508.4450796905107
4689.923582166664,4119.625511302625,4622.770078607144,5575.242924579121,3115.695597094714,3825.4118432337955,3386.134658152245,3959.51221970511,3901.0079468977856,3416.509468715226
3119.4309281806445,4602.602143961218,1239.260678303334,4116.426868532202,3548.691490722904,1343.6709735072832,3206.692677121746,375.2743737663954,4128.313342796476,6524.939860357748
7760.625160339416,1744.8285430081294,4858.154892356036,4477.00326003203,2818.799074484467,2886.149208997853,2076.0256740387786,4876.420973478023,5831.3019069863885,3336.834165849027
4253.066222441395,4994.862073593136,5150.905778267303,1536.316811338709,3371.0580666859837,1543.2182336523297,3384.952418024388,4229.931213262575,3784.6995903506413,3178.7734937800906
4073.365735695459,4909.181444218065,4080.5671813448653,4484.786401063443,3303.646392732512,1398.467867725389,3680.2935664725737,322.59048154358385,3671.4385610423924,7322.752125615245
4047.0158792010297,3768.773677464794,1187.2390001740273,4360.700031335644,3350.6959911764466,3252.841974243907,3075.4957214615424,131.53704338346125,4507.272524779381,4421.0862389805625
2358.3889787605253,4984.838917001766,1535.3604231162124,4663.360691391086,5973.842588294063,1495.5389537369338,3478.3737800247873,2294.8310218723727,3532.1021297320003,4133.9040658385775
4322.591958105304,3368.4350457092996,1221.503003807522,4063.1339757469314,2212.656015384589,4694.632478304215,5069.58022845427,4104.543583319903,2638.399393744205,3038.837669953369
3772.4822258826316,3041.2643144843933,5298.208238793599,4148.376010423571,5864.40412828065,5032.329565478087,2108.7293067058654,4500.6846925849095,6632.12690459568,2389.8999831041283
7545.885616116848,3948.9458043034347,5315.308253088395,4265.364613515583,5931.141414386116,3801.7075408098162,3085.1234118574353,3748.338142898171,7273.240567664105,3563.8683718382053
3981.5699780872787,3106.646680890621,5206.73698980682,4048.9977165867554,3434.707940524838,3715.830538523076,4636.663170680457,3439.2208628736507,6460.846008559949,4640.542910331515
4344.899126439363,5493.341572833508,5006.277394116443,4632.542526919668,3520.4643610437356,3453.3035921309056,3896.147329956196,6576.477698433135,4279.687245646117,4049.434657778184
3392.006092721883,4160.995639628635,5076.9698243685225,1619.508218971115,3165.0380647274997,2708.5881158573366,3581.475730394598,4494.8981658844095,3516.2632141790273,2316.4811666477385
3740.605144252973,3529.0139562459876,4224.987033113662,5055.425070374391,2036.4922533564736,1190.1629790902434,2830.896021386712,4094.9066779124805,4724.06614407851,2268.853511581206
4380.819391944977,4085.484856937428,4738.589645707431,3463.091212898933,1993.564384672874,3708.0231305587836,3502.3419806129377,4365.245460236254,5122.710364451255,3288.6668048261495
2094.6172996702835,4000.75841144094,4165.358060248366,4375.682242408668,3247.178563639173,3777.6160203629543,1808.245782575199,2620.4402657080573,3942.709651572549,5819.237056006165
4196.488874365107,2932.3780300931608,4399.265899907042,4085.2637539303523,5210.210140055355,2806.1344024824784,2046.2719120556962,4068.7512251008934,3888.985199701242,3296.031144306932
4431.43649116095,2855.3251045322904,4742.090494411258,4143.783315507424,3412.4409596256455,2857.8984321063335,3364.4290257056323,4343.53859175886,3745.0378802073965,2060.5444462515857
3886.244004758503,3855.7452099617512,4799.305517660654,3120.6647931756356,2738.695942126138,3906.3447160628057,3148.3503829774813,4793.092359749031,3606.3596314994666,5923.930930714183
4833.5822338723665,4373.750011402695,5362.549849826317,1409.736495818399,3442.452795048934,3317.5081230195283,3581.653396543039,4559.228546877218,2278.3621796684133,4729.422748430825
2395.3209229436216,3455.158337174904,6033.204371143509,3903.5055435559034,5872.782780329597,2973.756332364361,2079.3989735932846,2613.2295902074643,1791.5297659527891,3292.3795672489064
3819.2377144666734,5135.248611769425,1993.7929571477496,1526.442786530713,4607.167696170033,4725.295430091461,2626.880837451724,6460.917347280566,1980.3864057742744,3524.0054379633602
3562.0220479661425,4025.6853667364226,1704.5891952986435,5663.300158329854,2091.6341894473417,3470.156823729877,6197.231135316966,3708.309133530838,3147.605657562696,3325.506384624899
4453.949915038542,4356.6103791752585,1179.4993644027577,3926.551576031956,2693.1216096123317,3638.243675122666,1985.484644956054,6388.175131220034,3940.107117468213,2084.6506909639597
3895.6478381187862,3860.86464082391,1979.9888683441031,3620.0368001405022,5709.62661929569,3464.1694053076876,6065.481637873954,4457.008186733466,2217.2295952420563,1844.6685719136137
2325.5015272810133,4159.021260893675,1936.4701632087595,3707.0049166216504,2812.7690733404884,3052.049347649371,4004.9835283272464,4297.7056994701725,4234.438811876558,2231.638767784768
7855.269670438272,2741.1521742318987,4043.5216852715394,3108.9219371499294,1936.3405272007706,1357.23287086368,6002.376422315464,618.3459661332575,4062.7476222188684,2080.110071653736
7332.72002960885,4205.304924322891,2141.08479818431,3409.324698901447,3315.6130469789387,2855.5037060398113,3184.4636779537163,4887.696147209559,1848.2334458571813,3515.667235914395
3658.270026480231,4053.0216478995662,4577.650289666094,3619.331258964757,1712.2742726444437,2527.788016377309,2083.473482552061,3812.8081022362812,1952.8539294199159,3508.0251397446536
4312.085342590303,5527.784265767987,4243.540541112263,3736.673856539084,3167.4322095214015,5104.759794432007,3482.897062284147,395.8535944448137,3294.0875564062835,6895.954278530814
8710.620639339959,4064.9417004577845,4043.315178342079,5329.9430034482175,1928.8804264232874,1286.4232705438974,5157.549543424066,3856.4614830171913,1952.6863856907212,1833.9315520561195
4696.509863805949,1504.7146745246846,4551.131988337879,3937.9531868666672,3478.1652523606654,5196.112397256577,2359.8895332225898,3846.4254552742204,3561.4146555626207,4464.579201600507
3813.1527919642413,3035.7761490525036,1268.2298374364539,4387.558699889339,5893.234043071075,4126.457660762748,6005.142648326408,2522.157974055385,4945.855774054277,2288.750249019471
4117.055637694146,4199.3043412587,1335.156096684224,4562.630045495175,3317.0738307531165,1236.5311277760866,3532.6311220629577,3978.56984655852,6939.051559048898,3180.526936114133
4432.6449657803505,3874.413796883662,4147.235706036439,3594.375667117214,3335.140399979396,3398.1167877281123,3786.5814500492143,559.3678876178141,4068.5113043749243,3777.7248559028762
3503.806895318967,3873.8868040035886,4625.261263084326,5545.800420425235,1809.5471265706929,4012.7133525074737,3293.4148880429,496.6827854971457,3710.5870079626143,6370.264095578116
3790.2372112192375,1722.3855866660447,1360.439845103272,3967.0391701398707,3402.78683586096,2169.4425316674947,1867.5373320680717,7024.220296113246,6677.072872100834,1985.3365361737362
4169.264303099862,3807.036712980044,4460.527570645517,3827.178928461179,3225.4488599565316,1270.3983942319169,2408.6843686682355,2658.67287786981,5826.494245503403,6759.104758632266
4068.354978545257,4223.144091031234,5486.765527800033,4147.407804535196,3530.001152053823,5556.160915102342,3687.6745784151503,2323.24941869236,6269.322901371419,4570.4758342862415
3801.593750024464,3892.4845534099672,3980.905013849757,3286.651910665066,3428.3178420134777,2751.985299211668,2163.468720061617,2510.8689436040386,3423.2775797125496,4115.7331574879745
4318.895892171271,3321.155029480792,1328.8697199121154,3865.5868071217815,1933.267306569439,3521.811727772273,2104.4742471945324,4739.179592569035,2630.3833997850543,2118.7685194600526
8446.553672443204,5285.4616045050625,4406.338025708597,2486.637935866835,2982.830171360154,3117.8536853732585,2048.5314104412564,2451.026269927026,5537.2290540886615,3227.78188849072
3964.4668391115097,4183.216530262408,5390.3753368397565,3720.7566987772525,4601.895495495014,3840.542447434568,6230.875206736033,3861.9635743123436,4282.412555749175,4195.148243636015
3418.6174568112297,3019.718154127914,4026.7762606545502,3893.209558528216,1949.9349971198837,2083.2828530809315,1596.7806906843184,4255.858723565868,1934.2118779817672,3503.176854763112
2998.719848177544,1554.0940180110842,3345.704424478391,3559.29605013501,2964.6325107547214,5276.494591446172,2294.9162105934297,3810.9431714734937,4509.128082114593,3953.20217800901
3993.0333288027664,5479.882561464872,1834.1433205667336,3514.429353147807,5531.2113147194395,2920.073131840748,2953.334158690135,3625.249714139312,4300.9861511116915,3688.3700705354804
8247.695946477359,1739.07839348353,4516.35652344009,4066.7874986837564,3418.6139892057436,4753.525826843943,3089.921910168874,257.82938207451696,1690.687750747234,4033.25855170215
7270.707225607572,5001.872571799738,4288.772987364784,3954.292698145907,5499.216066547015,4979.431831897171,3546.1005070761603,3873.381806423058,3322.77252007225,2240.786279864183
4221.4377552577225,4899.3028167518105,3820.860730467647,4226.740312239225,3504.4577060044207,5020.634241170356,6085.25117286736,4839.723451630069,2556.4669666476216,3873.15724071422
4783.002282042282,4118.092686012627,5656.647504195903,3976.4370884519994,3567.747921704772,3856.810593271822,3745.2427364669347,4743.269475877046,4028.483717209624,2314.3527201705538
3015.544433828335,4116.081005657416,4137.810048343387,4237.612684151187,2558.741022028591,1353.4803980588797,2006.452551503922,4390.932315507452,4276.399737727389,3834.707163608279
2888.1775843728537,4153.562418839934,3927.5133119714874,4301.770344152885,3080.6196160654063,3371.043320970684,3447.7203045102488,2110.1196692809476,3384.9282700630656,1512.4036132255055
4606.463152806085,4302.912067171688,5008.470255010661,4027.625074109141,2543.6393741574175,3440.17121922013,2644.2844430950527,5127.387018484365,2177.1554611499605,6766.268551222865
2517.4879529233635,1732.5298204585508,2361.8813928739187,5823.595937043005,3512.7440805775595,3796.693363234378,2063.1976519823747,3525.6872649341913,1665.952673821752,6780.059895658513
7473.18844417518,5793.396098833897,4471.176925876918,3251.5293050413393,3629.7776077006765,4006.258782023,2058.6478295207307,2507.6696744237024,3801.1134301730435,2253.809418866441
2452.1835343034068,1816.4562325022525,3856.4213078726434,1627.559062173349,5154.4203369241495,3487.8904572150905,2147.3816288345233,2159.9174952577473,3334.670265428822,3460.799666873151
3701.178763777046,5656.12307697383,4746.437079435464,5142.430420393166,3199.098617683527,4428.025821906196,3705.0667772310026,4374.054643052114,1825.9019179201896,2268.5779874944665
4267.153684018223,4232.082867121694,4545.653719778496,3750.884660089597,2562.317527028374,1475.8234742085842,1949.582304320746,4811.754280540617,4042.3627902290045,3352.777821603966
2106.0728729440157,3467.4263061668657,5463.5659094178745,1340.2024420529146,3262.3929614941726,5291.9105334394,2020.3862666030432,4547.3064466824435,2201.449493580808,3200.06472007319
4694.7613149925655,3530.8442246635623,1567.4946494523515,1533.5564142982116,3540.031451628664,4146.123128438968,2963.575169491475,5157.14504102908,5061.204781249933,2194.742752295463
3795.730736314094,5351.360200450057,1449.2521630166689,1234.5773262735959,3404.5654982945316,2591.123165389331,5486.811463952171,4194.474540922236,1862.4749184355628,3525.872757054687
4026.1804528149314,4177.572828348647,4674.258280582732,3765.8487476644523,3533.4477797620393,2551.4692627343197,3375.1959875921175,3644.0007180050234,3997.302307665523,4083.5435460094754
4095.0984521025584,3430.979417580421,4966.861954503721,3831.5759727820723,3505.6592913697255,3280.6200012036925,5801.99876535428,2265.453622393748,2281.20996181099,4381.139239239111
4187.659355113539,4248.523557694054,5719.572722337379,2956.1491666364686,3308.8101666396105,2453.3300520968423,5633.484071724566,4582.336081666336,6777.387504638538,3506.7145377925326
3635.0493559865017,1531.44131534411,2182.7725970636493,3379.9533216805416,3470.3361808525497,3891.518089007711,5216.540455108398,3757.5589741878475,5000.698015612469,3152.370038394296
3672.0505041320553,1732.9559517006674,1278.732250282097,4264.407321767952,3591.5837038971704,3011.283799156028,3389.1886472172073,668.0165261725081,2087.060194608586,2073.203699320068
4104.584423397093,1779.4985914884755,4799.86712806061,3598.1295711875664,3577.2398591782635,5076.098217910264,1616.665545286734,3691.607592087583,3345.23823411815,3489.839469711782
4941.955994790043,1788.1123642035936,3593.518224515672,3849.9907269977184,2083.841091085372,3478.93823591188,5268.956335080251,3856.5989453533216,3070.446645990736,6313.990841343566
6608.435769875203,3869.6845728332555,4071.178582471066,3983.889433269141,3529.8392753152166,3136.864913656028,5100.521633191271,2507.6778606363905,6432.441693427765,5246.97340487736
4062.80682428806,3363.8547075746437,1915.1691310951974,4541.004631579095,3119.9369191534133,3783.0076872563227,3557.0012365843304,3919.256202977993,3196.6393916928196,2478.6985202652722
4119.240485113405,4223.761000411908,5101.377577427184,3975.8403006455774,5500.373382448065,3515.3456869395472,3177.2235542753388,3600.5803053598697,3841.2132875923776,7005.8779266801575
3536.7478227300976,4871.9310786514325,5186.2235503847505,4175.924133134878,6051.2198678452505,2917.445079093791,3099.9769856065896,3363.7404423944704,2129.5170024513327,3347.7376349649862
7558.274551016281,3157.341122349413,1653.7527307715811,5409.168681417848,3456.138190849806,4813.739720282165,2962.7304918871714,3465.8528300820426,3648.7225366402668,4464.115517924833
2193.412924883852,1647.7988442165579,2150.173659862203,5774.8564928361675,6489.74739122877,3395.9010290431743,3204.336987737881,2712.1518653787816,3160.938592956177,1721.4240804175383
2374.268363420923,1604.0987168956362,1250.8169293725366,3037.5674965092558,3449.0322438569074,5597.882027315975,4675.042722146392,414.4020241948256,3010.0499327345906,2364.8110846591285
4201.86717990516,3677.2134025047408,5020.1043751160705,3922.1966459813384,3252.52702253943,3507.987999885403,3431.84996460909,4212.8958857303305,4207.9318788956,4405.152731750714
3598.6770388591112,3714.2249792345806,2341.820858893746,3877.4514054603214,3437.4107656700257,3441.8696978838834,2808.6565312094904,4648.222624456869,4181.930846443093,4386.723938278903
4692.29551173481,1794.0870973069561,5156.373030766992,4243.365709817053,3204.529559019054,2653.5205004761883,3254.7196855635857,7282.416826806488,3729.9310108504187,2768.3540234079674
4085.7444749292526,1519.3699977750377,4975.053932978475,3970.5997540404733,1995.5426540313028,1375.6590654734619,3717.9841320831674,5299.239170473499,3439.6174871518106,2420.175238394233
3497.9370700828717,3915.215980665611,1582.3647983342798,3339.021454713138,3202.469995280693,2049.442350765386,2111.752509010452,3761.6391112825277,1962.537215736525,2813.358308822443
4234.672271326851,5125.109047104432,5204.774620763752,3804.9600217729044,2040.9390735625918,3340.0535033471597,3414.0505063175206,3529.952255701526,4201.603965168628,3188.988731020139
4454.9452093340215,5662.342552527837,5044.896544917219,4244.057820362916,3278.047021703464,4165.991080280438,6133.796031339327,4293.180026498296,7720.770164677217,3449.849870241704
3969.9263356331858,5786.35086713217,4381.328958326885,4247.056817502561,3022.0005913634022,2766.5631393340605,5481.771674240459,4194.433926061824,3843.9784426465276,5495.15977991909
7762.341691504059,5562.8624799333675,3477.309723476743,4629.815542355398,3586.027876434058,4226.421276849493,2991.5590603298547,114.12966278331322,3040.9714043544955,3692.499122193124
4239.335697849509,1714.3765897128337,5086.977386261338,3024.4124458816545,3374.5679439800483,3783.4863159884726,2203.7886674322845,528.0904862718372,2151.5382677731054,2321.8803614189446
3027.9411058644873,1689.1089123313263,3735.734973273717,4283.338980654073,3159.396574362683,3259.513921884538,4816.682619579479,8339.198044368422,1990.4379432393764,3028.639577820635
4280.59626390829,3093.989446602016,3706.481543139883,3186.8082361715196,3354.915314595019,2358.954464191077,5713.098177030804,3936.073413860936,2100.299663671521,2273.8273280385097
3705.3193048423464,3347.044002592586,4063.345275885591,2995.5906482819146,3481.2306392547034,3378.97304382038,3663.2582197657093,3905.176335848376,3471.076036124449,3373.5617398085315
4637.2129095127875,4941.273231780561,4266.451231324973,4193.586321739831,3364.4383572840147,3454.9639410326026,3575.884509328857,6931.763142309683,1914.6343740556156,4214.360090699799
4298.119588612236,5323.798082104428,5479.662084586981,1420.2658103572421,3411.4498973636246,3102.768634385891,3385.2257745263014,6332.449834338594,1952.1460539691082,4545.15825266774
4137.426813179018,4836.042367823637,4130.482365378313,3309.5755462950597,5991.626996882915,4195.568879287347,5847.895215107856,2701.7194694016694,5348.128545477646,1578.4908092445742
3744.8462646390303,3597.692504554693,4763.89248306766,3543.763704512898,3532.056933082846,4427.189574657231,3398.8517861408445,4809.860882244211,6898.13500911381,2218.2687553116334
4232.098283717205,1452.2528998443365,1346.342576959286,3310.2761262001595,3567.3884299445235,3374.1140943537025,5668.644885762502,401.6540566717065,2246.9325680195334,2347.974917853287
6834.151309549676,1608.8054788626184,5329.405892338438,1311.0575990204768,2140.7962696506256,1412.5789654089795,5315.06475261192,7336.168627753674,2876.207013399764,5922.665267716582
7519.412152513141,3524.291090205473,1879.6265816389273,5241.6235798736025,3403.1766604632808,4530.089284970204,3896.6931545380858,3460.392102219962,7316.6791966840265,3015.7833206764167
3853.52504845939,4069.3398382484174,5075.2367481293495,4120.897080365318,3583.423629556059,1238.4263115767167,3575.182295427391,3626.792526192976,5527.905305411067,3366.392050284501
4595.57023749633,3915.32087647305,3860.187788838852,3515.5865470846493,3739.3061538800566,4859.130531220153,6503.2594857536005,2641.128365150802,4420.9155786153815,2500.7676580887455
3607.617201817304,5826.072324683626,4986.573218110743,5641.704464802802,5058.726425447715,3847.3390304615214,3845.6351542319917,408.444639091442,3506.8772485731474,2337.3840126502496
6799.183592308578,1633.6983413207752,4905.117778637763,3185.676925135841,3603.297019420357,2639.03772468131,3548.534198678599,2689.05750571548,4701.58366873201,4536.5640823869035
2049.07628698715,1899.2378192974265,4777.511601284749,3923.234036023019,2222.3906967207818,2703.3296021355827,2747.1244222132686,4015.461253866275,7248.333449011992,1859.079664816003
2494.758392464526,3173.4469067204395,3956.4612241945183,1444.7664078799703,2002.0799549503727,4215.5945979699445,3574.1141141168882,2422.533548779962,3954.4240319636933,6058.549139386681
3999.402425196009,2812.667281444195,1968.9289098026866,3092.046841156608,3412.2119375958678,5229.388210171525,3184.7992546639457,3772.6253450282347,3829.284639303319,3477.1149976710403
4666.203080728301,4238.409652599545,1527.1445088985038,5187.6448767009115,3181.230273661828,5041.302628030589,5018.679127479743,6980.992366412573,5878.291023625354,2277.4918289349753
2187.356908764398,3602.382221062552,3894.9731057791746,4512.7216025626385,1779.002211299064,3675.721075092234,3143.2903906885576,416.1906291977501,3171.4985814080133,4221.758138268062
3636.4448971521497,3395.5321381460344,4622.389925445266,4219.98414073675,3379.9951241825916,3286.535020319246,2167.1195256306955,3698.068445965213,4205.511364767399,3196.175391676632
3679.525283660504,1520.035317499059,1873.734801259955,3706.0715561901434,2011.0028108850279,3247.7487693983935,1699.0859889324342,581.3685720676891,1283.7108963986873,1766.0355222684943
8699.685687760044,3474.600332967815,5045.617890469735,3831.302519848296,3565.2425046113867,3710.8484098138742,3747.5903025569482,3386.464931895458,6875.13836398786,3576.8861443363394
3728.201247572807,5436.890196905892,1395.2423306581368,3452.738262419245,3429.1164173071975,4515.821652943627,3268.4269453103293,3524.589241242595,3769.651715033604,3444.0934395583654
3788.9200964897736,1485.2305055942702,1349.732068561151,4275.903718231093,3439.168656110325,4084.1147101685656,3081.358629052926,2427.1714435256704,3815.89250815546,4798.01351000395
2610.0215077623266,4283.869896331656,2254.3000708876607,3953.723124704791,5114.353342759724,3569.025846448768,3216.3436449102696,2417.774441350347,4068.150999207112,2277.498893281896
3691.94503084552,3965.539332785421,3993.7854730586705,2895.0878218313856,3305.1676142753895,1523.0230493539057,2327.4002058801057,3018.3945031512712,3767.4658745958686,2202.5437796325405
3616.5100520245132,5915.3959745150505,3696.659603410205,3626.662533192557,3090.4675317578294,2733.6145029151185,3777.005376357302,3951.4029600295275,6545.376937825609,3707.9501723292788
3763.7640757710924,5433.375719447191,5295.979017459305,3518.0411728700356,3474.778464515789,2532.9359953191097,3330.802993673722,421.3250922753012,2934.5313007533646,2218.587317021516
1908.9728075044447,1511.9735105438067,4484.062886255422,2557.654278862242,3367.134652157735,4627.888455882189,2182.055429824389,3818.9201627351886,6850.377312758112,1331.2073486747263
4105.7272190511,4630.5978496821945,4822.467056694562,4028.598376483701,3749.948889118433,4531.107050028572,3449.9332741684966,372.33921152347625,6960.937373853159,3673.032801271987
1945.706439474928,3954.842902208453,5191.0461104205315,3542.8096155695757,2083.191225061714,1439.6576833342542,3176.0633116264103,2079.15155088934,3556.3687328375663,4893.944283996852
4233.882968070264,1615.9210540591066,1367.596933888558,5056.508031948872,3336.9341815666503,2312.254012167632,1794.789843505837,3737.589158729428,3959.740708311232,1946.1221927573713
1990.9105284031045,1676.732086742902,2046.3606926463146,4290.669248673741,1916.3492926732235,3537.241133255049,3058.4267168909832,510.3362417422571,7203.833139010991,4484.173601850681
